id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	10	0	2.0159	6.9543e-06	2.4995e-05	0.00025	1	6	2.0159
SOX9	6	0.99997	1.0	0.999995	9	0	1.0477	3.1414e-05	9.4981e-05	0.000475	2	6	1.0477
ROSA26	10	0.23969	0.54723	0.948367	4	5	-0.16449	0.63599	0.76661	0.993626	3	2	-0.16449
AAVS1	10	0.45457	0.75869	0.948367	8	4	-0.1052	0.70856	0.81881	0.993626	4	2	-0.1052
mKate2	6	0.30751	0.57256	0.948367	6	4	-0.2287	0.76974	0.7691	0.993626	5	1	-0.2287
PROM1	6	0.24025	0.48607	0.948367	5	4	-0.2343	0.83119	0.8296	0.993626	6	0	-0.2343
CTRL	10	0.37591	0.69887	0.948367	7	5	-0.11429	0.8796	0.89316	0.993626	7	1	-0.11429
KRT20	6	0.03883	0.13189	0.659443	2	5	-0.33205	0.93246	0.93258	0.993626	8	0	-0.33205
CCR5	10	0.16013	0.43708	0.948367	3	4	-0.10943	0.95687	0.95742	0.993626	9	0	-0.10943
LRIG1	6	0.0061153	0.028249	0.282494	1	6	-0.30414	0.99388	0.99363	0.993626	10	0	-0.30414
