sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	1003.9	8719.5	1003.9	8719.5	3.1174	2.9766e+07	54161	33.153	1	2.5248e-241	5.0495e-241	3.8376e-239	True
EGFP_g2	EGFP	1729.5	9419.2	1729.5	9419.2	2.4446	2.9566e+07	1.1019e+05	23.166	1	5.0435e-119	1.0087e-118	3.833e-117	True
EGFP_g5	EGFP	1343.3	7643.4	1343.3	7643.4	2.5075	1.9846e+07	79216	22.384	1	2.805e-111	5.6101e-111	1.4212e-109	True
EGFP_g4	EGFP	1601.2	4812.9	1601.2	4812.9	1.5872	5.1577e+06	99631	10.175	1	1.2789e-24	2.5577e-24	4.8597e-23	True
SOX9_g6	SOX9	3080	6236.3	3080	6236.3	1.0175	4.9811e+06	2.3419e+05	6.5223	1	3.463e-11	6.9259e-11	1.0527e-09	True
SOX9_g2	SOX9	1368.5	3182.9	1368.5	3182.9	1.2172	1.646e+06	81161	6.3689	1	9.5223e-11	1.9045e-10	2.4123e-09	True
SOX9_g5	SOX9	1935.8	4087.5	1935.8	4087.5	1.0779	2.3149e+06	1.2766e+05	6.0223	1	8.5977e-10	1.7195e-09	1.8669e-08	True
EGFP_g3	EGFP	1111.8	2428.3	1111.8	2428.3	1.1263	8.6659e+05	61884	5.2922	1	6.0441e-08	1.2088e-07	1.1484e-06	True
SOX9_g4	SOX9	841.96	1877.8	841.96	1877.8	1.1563	5.3652e+05	43052	4.9924	1	2.9819e-07	5.9638e-07	5.0361e-06	True
SOX9_g1	SOX9	2241.6	4149.3	2241.6	4149.3	0.888	1.8195e+06	1.5462e+05	4.8513	1	6.1329e-07	1.2266e-06	9.3221e-06	True
KRT20_g2	KRT20	6988.8	4185.3	6988.8	4185.3	-0.73958	3.9298e+06	6.8355e+05	3.3909	0.00034831	0.99965	0.00069663	0.0048131	False
EGFP_g6	EGFP	3648.5	5361.7	3648.5	5361.7	0.55526	1.4675e+06	2.9222e+05	3.1692	0.99924	0.00076424	0.0015285	0.0096804	True
LRIG1_g1	LRIG1	6308.7	3942.6	6308.7	3942.6	-0.67806	2.7993e+06	5.9791e+05	3.06	0.0011067	0.99889	0.0022134	0.01294	False
ROSA26_g6	ROSA26	4290.2	5923.3	4290.2	5923.3	0.46528	1.3336e+06	3.6114e+05	2.7176	0.99671	0.0032876	0.0065751	0.035693	True
ROSA26_g1	ROSA26	12835	9541.8	12835	9541.8	-0.42766	5.421e+06	1.5138e+06	2.6762	0.0037229	0.99628	0.0074459	0.037726	False
CTRL0010_g10	CTRL	7029.6	4881.5	7029.6	4881.5	-0.52601	2.307e+06	6.8877e+05	2.5882	0.0048236	0.99518	0.0096473	0.045825	False
AAVS1_g6	AAVS1	924.72	1478.3	924.72	1478.3	0.67623	1.532e+05	48655	2.5095	0.99395	0.0060454	0.012091	0.051368	True
CCR5_g9	CCR5	3050	1844.4	3050	1844.4	-0.72536	7.2676e+05	2.3121e+05	2.5073	0.0060831	0.99392	0.012166	0.051368	False
SOX9_g3	SOX9	1997	2902.5	1997	2902.5	0.53926	4.1e+05	1.3295e+05	2.4835	0.99349	0.0065053	0.013011	0.052042	True
CTRL0007_g7	CTRL	2669.8	3707.7	2669.8	3707.7	0.47362	5.3856e+05	1.9429e+05	2.3545	0.99073	0.0092729	0.018546	0.070474	True
CCR5_g3	CCR5	3438.6	2227.7	3438.6	2227.7	-0.62606	7.3318e+05	2.7044e+05	2.3285	0.009942	0.99006	0.019884	0.071961	False
mKate2_g3	mKate2	4034.7	2753.3	4034.7	2753.3	-0.55113	8.2099e+05	3.3329e+05	2.2196	0.013223	0.98678	0.026447	0.088838	False
LRIG1_g3	LRIG1	3229.9	2126.5	3229.9	2126.5	-0.60279	6.0877e+05	2.492e+05	2.2104	0.013539	0.98646	0.027077	0.088838	False
ROSA26_g2	ROSA26	5519.5	3963.2	5519.5	3963.2	-0.47778	1.2111e+06	5.0204e+05	2.1965	0.014027	0.98597	0.028054	0.088838	False
LRIG1_g5	LRIG1	8787.8	6870.8	8787.8	6870.8	-0.35498	1.8375e+06	9.2232e+05	1.9961	0.022961	0.97704	0.045922	0.1396	False
AAVS1_g2	AAVS1	5005	3691.4	5005	3691.4	-0.43911	8.6282e+05	4.4175e+05	1.9764	0.024052	0.97595	0.048104	0.14061	False
ROSA26_g10	ROSA26	4016.7	5123.3	4016.7	5123.3	0.35099	6.1229e+05	3.3135e+05	1.9224	0.97272	0.027276	0.054551	0.15355	True
KRT20_g5	KRT20	7373.8	5787	7373.8	5787	-0.34953	1.2589e+06	7.3321e+05	1.8531	0.031934	0.96807	0.063868	0.17335	False
mKate2_g4	mKate2	2079.7	2743.9	2079.7	2743.9	0.39966	2.2055e+05	1.4019e+05	1.7738	0.96195	0.038049	0.076097	0.19682	True
KRT20_g6	KRT20	3630.5	2685.6	3630.5	2685.6	-0.43481	4.4646e+05	2.9034e+05	1.7537	0.03974	0.96026	0.079481	0.19682	False
PROM1_g6	PROM1	11019	9071.1	11019	9071.1	-0.28058	1.8966e+06	1.2399e+06	1.7491	0.040141	0.95986	0.080282	0.19682	False
mKate2_g5	mKate2	3455.4	2567.2	3455.4	2567.2	-0.42849	3.9442e+05	2.7217e+05	1.7025	0.044335	0.95566	0.088671	0.20538	False
AAVS1_g8	AAVS1	5903.3	4644.9	5903.3	4644.9	-0.34583	7.9188e+05	5.4817e+05	1.6998	0.044589	0.95541	0.089178	0.20538	False
ROSA26_g9	ROSA26	1851.8	1273.3	1851.8	1273.3	-0.54	1.6734e+05	1.2047e+05	1.6667	0.047785	0.95222	0.095569	0.21363	False
PROM1_g1	PROM1	4903.1	3839.7	4903.1	3839.7	-0.3526	5.6535e+05	4.3002e+05	1.6215	0.052451	0.94755	0.1049	0.22779	False
AAVS1_g3	AAVS1	4845.5	3806.3	4845.5	3806.3	-0.34818	5.3999e+05	4.2343e+05	1.597	0.055129	0.94487	0.11026	0.23277	False
