id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	10	0	3.5635	0.03883	0.038527	0.385273	1	1	3.5635
KRT20	6	0.99999	1.0	0.999995	9	0	2.6522	0.30665	0.30693	0.999995	2	0	2.6522
mKate2	6	0.12101	0.31731	0.999995	3	4	-0.20694	0.71922	0.71755	0.999995	3	0	-0.20694
LRIG1	6	0.65978	0.84411	0.999995	7	2	-0.0015642	0.74552	0.743	0.999995	4	0	-0.0015642
CTRL	10	0.90475	0.97476	0.999995	8	3	-0.023582	0.83419	0.83493	0.999995	5	0	-0.023582
CCR5	10	0.24232	0.55474	0.999995	5	6	-0.086745	0.85853	0.8583	0.999995	6	0	-0.086745
PROM1	6	0.61855	0.81621	0.999995	6	3	-0.16154	0.87831	0.8776	0.999995	7	0	-0.16154
ROSA26	10	0.16129	0.44266	0.999995	4	7	-0.26568	0.9135	0.9138	0.999995	8	0	-0.26568
AAVS1	10	0.022415	0.1057	0.528519	2	7	-0.3151	0.98322	0.98378	0.999995	9	0	-0.3151
SOX9	6	9.236e-07	4.999e-06	5e-05	1	6	-1.9329	1.0	1.0	0.999995	10	0	-1.9329
