sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	474.83	7149.2	474.83	7149.2	3.9095	2.2274e+07	1.1013e+05	20.112	1	3.1079e-90	6.2157e-90	4.724e-88	True
EGFP_g2	EGFP	687.22	8688.5	687.22	8688.5	3.6583	3.201e+07	1.5939e+05	20.042	1	1.2484e-89	2.4967e-89	9.4875e-88	True
EGFP_g5	EGFP	559.93	7410.2	559.93	7410.2	3.7238	2.3463e+07	1.2986e+05	19.009	1	7.6147e-81	1.5229e-80	3.8581e-79	True
EGFP_g3	EGFP	293.19	4227	293.19	4227	3.8452	7.7376e+06	68000	15.086	1	1.1586e-51	2.3171e-51	4.4025e-50	True
KRT20_g5	KRT20	1380.9	8312.8	1380.9	8312.8	2.5889	2.4026e+07	3.2027e+05	12.249	1	8.5711e-35	1.7142e-34	2.6056e-33	True
EGFP_g4	EGFP	380.44	3661.9	380.44	3661.9	3.2635	5.384e+06	88235	11.047	1	1.2588e-28	2.5176e-28	3.1889e-27	True
KRT20_g3	KRT20	883.87	5791.2	883.87	5791.2	2.7106	1.2041e+07	2.05e+05	10.839	1	1.1593e-27	2.3187e-27	2.5174e-26	True
KRT20_g2	KRT20	1192.1	6584.1	1192.1	6584.1	2.4645	1.4537e+07	2.7648e+05	10.255	1	5.7093e-25	1.1419e-24	1.0848e-23	True
KRT20_g1	KRT20	886.73	4785.5	886.73	4785.5	2.4308	7.6004e+06	2.0566e+05	8.5972	1	4.1889e-18	8.3778e-18	7.0746e-17	True
EGFP_g6	EGFP	2463.5	7943.8	2463.5	7943.8	1.6887	1.5017e+07	5.7137e+05	7.2501	1	2.0841e-13	4.1681e-13	3.1678e-12	True
KRT20_g4	KRT20	446.94	2578.1	446.94	2578.1	2.5255	2.2709e+06	1.0366e+05	6.6193	1	1.9663e-11	3.9325e-11	2.717e-10	True
KRT20_g6	KRT20	1081.2	3746.7	1081.2	3746.7	1.792	3.5522e+06	2.5077e+05	5.3226	1	5.194e-08	1.0388e-07	6.5791e-07	True
SOX9_g6	SOX9	10378	3670.2	10378	3670.2	-1.4994	2.2499e+07	2.407e+06	4.3237	7.6708e-06	0.99999	1.5342e-05	8.9689e-05	False
SOX9_g2	SOX9	5165.2	548.53	5165.2	548.53	-3.2328	1.0657e+07	1.198e+06	4.2407	1.114e-05	0.99999	2.228e-05	0.00012095	False
SOX9_g5	SOX9	6802.8	1564.2	6802.8	1564.2	-2.12	1.3722e+07	1.5778e+06	4.171	1.5161e-05	0.99998	3.0323e-05	0.00015363	False
SOX9_g1	SOX9	6041.9	1381.3	6041.9	1381.3	-2.1282	1.0861e+07	1.4013e+06	3.9381	4.107e-05	0.99996	8.2141e-05	0.00039017	False
SOX9_g3	SOX9	5399.8	1102.1	5399.8	1102.1	-2.2917	9.2351e+06	1.2524e+06	3.8432	6.0732e-05	0.99994	0.00012146	0.00054301	False
SOX9_g4	SOX9	2919.8	1183.5	2919.8	1183.5	-1.3021	1.5073e+06	6.7718e+05	2.1144	0.017243	0.98276	0.034485	0.1456	False
CCR5_g8	CCR5	6742	4484.7	6742	4484.7	-0.58806	2.5477e+06	1.5637e+06	1.8052	0.035524	0.96448	0.071047	0.28419	False
ROSA26_g6	ROSA26	7645.9	5287.5	7645.9	5287.5	-0.532	2.7809e+06	1.7733e+06	1.771	0.038281	0.96172	0.076563	0.29094	False
CCR5_g7	CCR5	10069	7446.8	10069	7446.8	-0.43524	3.439e+06	2.3354e+06	1.7161	0.043068	0.95693	0.086136	0.31173	False
CTRL0003_g3	CTRL	13770	11079	13770	11079	-0.31371	3.6216e+06	3.1937e+06	1.506	0.066037	0.93396	0.13207	0.45626	False
ROSA26_g3	ROSA26	7560.1	5654.9	7560.1	5654.9	-0.41884	1.8149e+06	1.7534e+06	1.4388	0.075106	0.92489	0.15021	0.49635	False
LRIG1_g1	LRIG1	5842.4	4273.6	5842.4	4273.6	-0.45102	1.2306e+06	1.355e+06	1.3477	0.088875	0.91113	0.17775	0.55378	False
AAVS1_g3	AAVS1	4732.6	3347.7	4732.6	3347.7	-0.49931	9.5889e+05	1.0976e+06	1.3218	0.093112	0.90689	0.18622	0.55378	False
CCR5_g2	CCR5	5949.7	4408.2	5949.7	4408.2	-0.43253	1.188e+06	1.3799e+06	1.3122	0.094725	0.90528	0.18945	0.55378	False
CCR5_g5	CCR5	4047.5	2890.6	4047.5	2890.6	-0.48551	6.6918e+05	9.3874e+05	1.1941	0.11622	0.88378	0.23244	0.65427	False
CTRL0006_g6	CTRL	8632	7155.9	8632	7155.9	-0.27053	1.0895e+06	2.002e+06	1.0433	0.14841	0.85159	0.29683	0.80568	False
ROSA26_g7	ROSA26	7522.9	6228.4	7522.9	6228.4	-0.2724	8.3791e+05	1.7448e+06	0.98004	0.16353	0.83647	0.32707	0.85714	False
PROM1_g1	PROM1	4480.8	5447.1	4480.8	5447.1	0.28166	4.6684e+05	1.0392e+06	0.94785	0.8284	0.1716	0.34321	0.86946	True
AAVS1_g2	AAVS1	5027.9	4084.1	5027.9	4084.1	-0.29987	4.4539e+05	1.1661e+06	0.87401	0.19106	0.80894	0.38212	0.91905	False
PROM1_g5	PROM1	5330.4	4383.3	5330.4	4383.3	-0.28217	4.485e+05	1.2363e+06	0.8518	0.19716	0.80284	0.39433	0.91905	False
AAVS1_g8	AAVS1	6691.9	5658.2	6691.9	5658.2	-0.24204	5.343e+05	1.5521e+06	0.82976	0.20334	0.79666	0.40668	0.91905	False
PROM1_g4	PROM1	7315.5	6245	7315.5	6245	-0.22823	5.7302e+05	1.6967e+06	0.82186	0.20558	0.79442	0.41116	0.91905	False
AAVS1_g7	AAVS1	3750.7	3026.9	3750.7	3026.9	-0.30923	2.6195e+05	8.6991e+05	0.77612	0.21884	0.78116	0.43768	0.92714	False
ROSA26_g1	ROSA26	13892	12528	13892	12528	-0.1491	9.3043e+05	3.2221e+06	0.75996	0.22364	0.77636	0.44728	0.92714	False
PROM1_g2	PROM1	6781.3	5847.7	6781.3	5847.7	-0.21366	4.3583e+05	1.5728e+06	0.74445	0.2283	0.7717	0.4566	0.92714	False
PROM1_g6	PROM1	10825	9785.5	10825	9785.5	-0.14557	5.3977e+05	2.5105e+06	0.65575	0.25599	0.74401	0.51199	0.92714	False
AAVS1_g6	AAVS1	1826.4	1404.6	1826.4	1404.6	-0.37861	88956	4.2359e+05	0.65385	0.2566	0.7434	0.51321	0.92714	False
CTRL0007_g7	CTRL	5163.1	4476.4	5163.1	4476.4	-0.20585	2.3576e+05	1.1975e+06	0.62751	0.26516	0.73484	0.53032	0.92714	False
LRIG1_g2	LRIG1	3203.7	2687.8	3203.7	2687.8	-0.2532	1.3305e+05	7.4303e+05	0.59866	0.2747	0.7253	0.5494	0.92714	False
CCR5_g6	CCR5	4260.6	3671.9	4260.6	3671.9	-0.21449	1.733e+05	9.8816e+05	0.59227	0.27683	0.72317	0.55367	0.92714	False
AAVS1_g5	AAVS1	4643.9	4049.2	4643.9	4049.2	-0.19766	1.7684e+05	1.0771e+06	0.57304	0.28331	0.71669	0.56662	0.92714	False
CTRL0008_g8	CTRL	4737.6	4138.9	4737.6	4138.9	-0.19484	1.7917e+05	1.0988e+06	0.57109	0.28397	0.71603	0.56794	0.92714	False
CTRL0001_g1	CTRL	4048.2	3512.3	4048.2	3512.3	-0.20482	1.4361e+05	9.389e+05	0.55311	0.29009	0.70991	0.58018	0.92714	False
CCR5_g3	CCR5	2909	2458.4	2909	2458.4	-0.24272	1.0153e+05	6.747e+05	0.549	0.2915	0.7085	0.583	0.92714	False
mKate2_g4	mKate2	3550.5	3090.1	3550.5	3090.1	-0.20032	1.0599e+05	8.2347e+05	0.50746	0.30592	0.69408	0.61183	0.92714	False
AAVS1_g1	AAVS1	6065.5	5490.3	6065.5	5490.3	-0.14371	1.6542e+05	1.4068e+06	0.48495	0.31386	0.68614	0.62772	0.92714	False
ROSA26_g9	ROSA26	1980.1	1655.6	1980.1	1655.6	-0.25811	52665	4.5925e+05	0.48226	0.31481	0.68519	0.62962	0.92714	False
mKate2_g5	mKate2	3264.5	2900.6	3264.5	2900.6	-0.17044	66199	7.5713e+05	0.41833	0.33785	0.66215	0.6757	0.92714	False
CCR5_g4	CCR5	2972.7	2628	2972.7	2628	-0.17775	59412	6.8946e+05	0.41545	0.3389	0.6611	0.67781	0.92714	False
LRIG1_g3	LRIG1	2943.4	3266.3	2943.4	3266.3	0.15013	52134	6.8266e+05	0.39082	0.65197	0.34803	0.69606	0.92714	True
LRIG1_g6	LRIG1	3371	3038.5	3371	3038.5	-0.14975	55262	7.8184e+05	0.37611	0.35342	0.64658	0.70684	0.92714	False
LRIG1_g4	LRIG1	6262.9	6708.7	6262.9	6708.7	0.0992	99396	1.4526e+06	0.36994	0.64429	0.35571	0.71143	0.92714	True
CCR5_g1	CCR5	3845.8	4183.8	3845.8	4183.8	0.1215	57119	8.9197e+05	0.35788	0.63977	0.36023	0.72045	0.92714	True
