id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	3.6911	3.8147e-06	1.4997e-05	0.00015	1	6	3.6911
KRT20	6	0.99999	1.0	0.999995	9	0	2.495	1.2003e-05	3.4993e-05	0.000175	2	6	2.495
PROM1	6	0.27293	0.47007	0.999995	3	3	-0.17962	0.65978	0.6587	0.999995	3	1	-0.17962
LRIG1	6	0.62634	0.74873	0.999995	6	1	-0.099999	0.69069	0.68962	0.999995	4	0	-0.099999
CCR5	10	0.10522	0.28326	0.999995	2	4	-0.2286	0.89781	0.8985	0.999995	5	0	-0.2286
CTRL	10	0.63599	0.81806	0.999995	7	2	-0.14824	0.9135	0.9138	0.999995	6	0	-0.14824
mKate2	6	0.96942	0.96923	0.999995	8	0	-0.082729	0.91393	0.91393	0.999995	7	0	-0.082729
ROSA26	10	0.33989	0.59507	0.999995	5	4	-0.12256	0.93855	0.93887	0.999995	8	0	-0.12256
AAVS1	10	0.3054	0.55768	0.999995	4	4	-0.21985	0.97959	0.98018	0.999995	9	0	-0.21985
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-2.1241	1.0	1.0	0.999995	10	0	-2.1241
