sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g2	EGFP	425.23	5955.6	425.23	5955.6	3.8048	1.5293e+07	1.8341e+06	4.0836	0.99996	3.5571e-05	7.1141e-05	0.0054067	True
EGFP_g1	EGFP	344.34	5018.2	344.34	5018.2	3.8614	1.0923e+07	1.4852e+06	3.8352	0.9999	0.00010262	0.00020524	0.0077992	True
EGFP_g5	EGFP	522.73	5368.7	522.73	5368.7	3.3579	1.1742e+07	2.2546e+06	3.2273	0.99902	0.0009821	0.0019642	0.042522	True
EGFP_g3	EGFP	284.18	3833.7	284.18	3833.7	3.7491	6.2994e+06	1.2257e+06	3.2061	0.99888	0.001119	0.002238	0.042522	True
EGFP_g4	EGFP	279	3434.9	279	3434.9	3.6172	4.98e+06	1.2033e+06	2.877	0.99666	0.0033438	0.0066877	0.090451	True
KRT20_g3	KRT20	554.88	4941.9	554.88	4941.9	3.1525	9.6232e+06	2.3933e+06	2.8358	0.99643	0.0035704	0.0071409	0.090451	True
KRT20_g5	KRT20	1079.7	5993.3	1079.7	5993.3	2.4716	1.2072e+07	4.6568e+06	2.277	0.98352	0.016476	0.032951	0.35776	True
KRT20_g2	KRT20	806.91	4744	806.91	4744	2.5542	7.7505e+06	3.4803e+06	2.1104	0.97391	0.02609	0.05218	0.49571	True
KRT20_g1	KRT20	527.91	3460	527.91	3460	2.7101	4.2987e+06	2.2769e+06	1.9431	0.95917	0.040829	0.081659	0.68956	True
SOX9_g2	SOX9	3692.3	564.77	3692.3	564.77	-2.7066	4.8907e+06	1.5925e+07	1.6682	0.047634	0.95237	0.095268	0.72404	False
SOX9_g3	SOX9	4222.3	809.98	4222.3	809.98	-2.3806	5.8219e+06	1.8211e+07	1.5507	0.060491	0.93951	0.12098	0.82826	False
KRT20_g4	KRT20	233.36	1738.7	233.36	1738.7	2.892	1.133e+06	1.0065e+06	1.5005	0.88725	0.11275	0.22551	0.82826	True
SOX9_g5	SOX9	5369.4	1251.2	5369.4	1251.2	-2.1006	8.4798e+06	2.3159e+07	1.45	0.073526	0.92647	0.14705	0.82826	False
SOX9_g1	SOX9	4675.5	1138.2	4675.5	1138.2	-2.0374	6.2562e+06	2.0166e+07	1.4174	0.078177	0.92182	0.15635	0.82826	False
SOX9_g4	SOX9	2409.3	643.93	2409.3	643.93	-1.902	1.5583e+06	1.0392e+07	1.3815	0.083559	0.91644	0.16712	0.82826	False
KRT20_g6	KRT20	769.57	3013.1	769.57	3013.1	1.9677	2.5166e+06	3.3192e+06	1.2314	0.83563	0.16437	0.32875	0.82826	True
EGFP_g6	EGFP	1908.4	5361.9	1908.4	5361.9	1.4899	5.9634e+06	8.231e+06	1.2038	0.84694	0.15306	0.30613	0.82826	True
SOX9_g6	SOX9	7474.8	3135.7	7474.8	3135.7	-1.253	9.4141e+06	3.224e+07	1.0728	0.14168	0.85832	0.28336	0.82826	False
AAVS1_g9	AAVS1	1562	1249.2	1562	1249.2	-0.32207	48896	6.7369e+06	0.68839	0.2456	0.7544	0.49121	0.82826	False
AAVS1_g6	AAVS1	1382.5	1174.9	1382.5	1174.9	-0.23458	21554	5.963e+06	0.66619	0.25265	0.74735	0.50529	0.82826	False
AAVS1_g4	AAVS1	2019.3	1573.6	2019.3	1573.6	-0.3596	99335	8.7097e+06	0.6546	0.25636	0.74364	0.51273	0.82826	False
ROSA26_g7	ROSA26	5764.5	4070.2	5764.5	4070.2	-0.50201	1.4354e+06	2.4863e+07	0.59015	0.27755	0.72245	0.55509	0.82826	False
AAVS1_g5	AAVS1	3632.1	2786.2	3632.1	2786.2	-0.38241	3.5781e+05	1.5666e+07	0.56049	0.28757	0.71243	0.57514	0.82826	False
