id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	0.99997	1.0	0.999995	10	0	0.20405	3.1414e-05	9.4981e-05	0.00095	1	6	0.20405
EGFP	6	0.9982	0.99805	0.999995	9	0	0.18972	0.0017972	0.0088832	0.044416	2	6	0.18972
AAVS1	10	0.9135	0.94523	0.999995	7	1	0.047975	0.063876	0.21203	0.706775	3	5	0.047975
ROSA26	10	0.1195	0.30919	0.772983	4	4	-0.024223	0.2085	0.47008	0.999995	4	3	-0.024223
PROM1	6	0.71922	0.78344	0.999995	6	1	-0.01259	0.62634	0.76596	0.999995	5	2	-0.01259
CCR5	10	0.10332	0.27949	0.772983	3	5	-0.050868	0.64141	0.84249	0.999995	6	3	-0.050868
mKate2	6	0.57126	0.70795	0.999995	5	2	-0.0026865	0.72582	0.83567	0.999995	7	2	-0.0026865
CTRL	10	0.94844	0.95866	0.999995	8	1	0.0041591	0.89849	0.95472	0.999995	8	2	0.0041591
LRIG1	6	0.057712	0.15633	0.772983	2	4	-0.054386	0.98029	0.98056	0.999995	9	0	-0.054386
SOX9	6	9.236e-07	4.999e-06	5e-05	1	6	-0.16678	1.0	1.0	0.999995	10	0	-0.16678
