sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SOX9_g2	SOX9	6797.2	5311	6797.2	5311	-0.35591	1.1045e+06	77337	5.3444	4.5365e-08	1	9.0729e-08	6.8954e-06	False
AAVS1_g2	AAVS1	4571.4	5592.9	4571.4	5592.9	0.29091	5.2176e+05	47275	4.6982	1	1.3122e-06	2.6245e-06	9.973e-05	True
KRT20_g4	KRT20	1825.2	2364.6	1825.2	2364.6	0.37337	1.4548e+05	15191	4.3765	0.99999	6.0312e-06	1.2062e-05	0.00030558	True
SOX9_g4	SOX9	4325.2	3454.1	4325.2	3454.1	-0.32438	3.7941e+05	44140	4.1462	1.6901e-05	0.99998	3.3802e-05	0.00064224	False
EGFP_g4	EGFP	3264.6	3982.7	3264.6	3982.7	0.2868	2.579e+05	31156	4.0688	0.99998	2.3626e-05	4.7253e-05	0.00071824	True
EGFP_g1	EGFP	2972.5	3635.6	2972.5	3635.6	0.29045	2.1988e+05	27746	3.9812	0.99997	3.4285e-05	6.8571e-05	0.00086856	True
ROSA26_g1	ROSA26	16656	18568	16656	18568	0.15683	1.8293e+06	2.3587e+05	3.9384	0.99996	4.1016e-05	8.2032e-05	0.00089063	True
KRT20_g5	KRT20	6104.5	7111.8	6104.5	7111.8	0.22031	5.0732e+05	67675	3.8721	0.99995	5.3957e-05	0.00010791	0.0010129	True
LRIG1_g3	LRIG1	5286.1	4371	5286.1	4371	-0.27418	4.187e+05	56606	3.8462	5.9975e-05	0.99994	0.00011995	0.0010129	False
ROSA26_g2	ROSA26	6613.8	7641.5	6613.8	7641.5	0.20833	5.28e+05	74755	3.7585	0.99991	8.5468e-05	0.00017094	0.0012991	True
ROSA26_g10	ROSA26	8918.5	7759.8	8918.5	7759.8	-0.20074	6.712e+05	1.0838e+05	3.5193	0.00021631	0.99978	0.00043261	0.002989	False
EGFP_g2	EGFP	5115.6	5874.8	5115.6	5874.8	0.19959	2.8817e+05	54351	3.2564	0.99944	0.00056417	0.0011283	0.0071461	True
KRT20_g6	KRT20	3759	4344.9	3759	4344.9	0.20894	1.7166e+05	37099	3.0421	0.99883	0.0011747	0.0023495	0.012822	True
SOX9_g1	SOX9	7513	6613.2	7513	6613.2	-0.18401	4.0481e+05	87578	3.0405	0.0011809	0.99882	0.0023619	0.012822	False
EGFP_g5	EGFP	4826.6	5467.5	4826.6	5467.5	0.17985	2.054e+05	50569	2.8502	0.99782	0.0021844	0.0043687	0.022135	True
KRT20_g1	KRT20	2917.7	3349.7	2917.7	3349.7	0.19916	93337	27114	2.6239	0.99565	0.0043468	0.0086935	0.041294	True
SOX9_g6	SOX9	11078	10112	11078	10112	-0.13151	4.6579e+05	1.4193e+05	2.562	0.0052042	0.9948	0.010408	0.046532	False
PROM1_g5	PROM1	6067.6	6725.5	6067.6	6725.5	0.1485	2.1644e+05	67168	2.5387	0.99444	0.0055637	0.011127	0.046982	True
SOX9_g3	SOX9	6751.4	6086.5	6751.4	6086.5	-0.14955	2.2106e+05	76690	2.401	0.0081747	0.99183	0.016349	0.065397	False
SOX9_g5	SOX9	8279.5	7536.1	8279.5	7536.1	-0.13571	2.7631e+05	98816	2.3648	0.0090191	0.99098	0.018038	0.068545	False
ROSA26_g4	ROSA26	8232.7	7508	8232.7	7508	-0.13291	2.6254e+05	98121	2.3133	0.010353	0.98965	0.020706	0.074937	False
KRT20_g3	KRT20	3644.3	4062	3644.3	4062	0.15649	87221	35703	2.2104	0.98646	0.013538	0.027076	0.093537	True
ROSA26_g5	ROSA26	6218.1	5677.2	6218.1	5677.2	-0.13128	1.463e+05	69242	2.0557	0.019906	0.98009	0.039813	0.13156	False
CCR5_g7	CCR5	11260	10501	11260	10501	-0.10072	2.8831e+05	1.4485e+05	1.9952	0.023009	0.97699	0.046017	0.14572	False
KRT20_g2	KRT20	5238.2	5689.2	5238.2	5689.2	0.11912	1.0169e+05	55971	1.9062	0.97169	0.028312	0.056625	0.17214	True
AAVS1_g3	AAVS1	6300.8	6773.7	6300.8	6773.7	0.10438	1.1179e+05	70388	1.7822	0.96265	0.037354	0.074709	0.21838	True
LRIG1_g4	LRIG1	11484	10810	11484	10810	-0.087336	2.2758e+05	1.4845e+05	1.751	0.039969	0.96003	0.079938	0.22501	False
CCR5_g6	CCR5	6331.7	5872.8	6331.7	5872.8	-0.10854	1.0531e+05	70817	1.7246	0.042299	0.9577	0.084598	0.22962	False
CCR5_g1	CCR5	5083.7	4693	5083.7	4693	-0.11535	76328	53931	1.6824	0.046243	0.95376	0.092485	0.24237	False
AAVS1_g8	AAVS1	9605.3	10176	9605.3	10176	0.083204	1.6262e+05	1.1886e+05	1.6542	0.95096	0.049041	0.098082	0.2472	True
CCR5_g9	CCR5	3499.8	3802.2	3499.8	3802.2	0.11952	45713	33958	1.6408	0.94958	0.050416	0.10083	0.2472	True
PROM1_g1	PROM1	6347.7	5923	6347.7	5923	-0.099897	90198	71038	1.5936	0.055518	0.94448	0.11104	0.26371	False
CCR5_g5	CCR5	5169.5	4806.4	5169.5	4806.4	-0.10504	65911	55061	1.5473	0.060896	0.9391	0.12179	0.28049	False
ROSA26_g6	ROSA26	8028.3	8490.2	8028.3	8490.2	0.080688	1.0666e+05	95104	1.4977	0.93289	0.067109	0.13422	0.30002	True
AAVS1_g5	AAVS1	6603.9	6242	6603.9	6242	-0.081295	65482	74615	1.3248	0.092612	0.90739	0.18522	0.4022	False
mKate2_g2	mKate2	5729.7	5412.3	5729.7	5412.3	-0.082188	50353	62557	1.2688	0.10226	0.89774	0.20452	0.43176	False
LRIG1_g1	LRIG1	7947.6	7570.2	7947.6	7570.2	-0.070167	71192	93916	1.2313	0.10911	0.89089	0.21822	0.44823	False
AAVS1_g1	AAVS1	8972.3	9334.9	8972.3	9334.9	0.057149	65735	1.092e+05	1.0973	0.86374	0.13626	0.27253	0.54506	True
CTRL0010_g10	CTRL	10000	9621.8	10000	9621.8	-0.055616	71519	1.2496e+05	1.0699	0.14234	0.85766	0.28467	0.55354	False
AAVS1_g9	AAVS1	2611.6	2771.9	2611.6	2771.9	0.085871	12837	23643	1.042	0.85131	0.14869	0.29739	0.55354	True
mKate2_g4	mKate2	4285.3	4502.4	4285.3	4502.4	0.07129	23571	43637	1.0394	0.85069	0.14931	0.29862	0.55354	True
CCR5_g10	CCR5	5949	5692.2	5949	5692.2	-0.063636	32959	65542	1.0029	0.15796	0.84204	0.31593	0.57168	False
CCR5_g2	CCR5	7892.7	8168.1	7892.7	8168.1	0.049475	37923	93112	0.90253	0.81661	0.18339	0.36678	0.64592	True
CTRL0004_g4	CTRL	3034.3	3184.2	3034.3	3184.2	0.069546	11235	28461	0.88855	0.81288	0.18712	0.37425	0.64592	True
CCR5_g4	CCR5	4015.2	4189.4	4015.2	4189.4	0.061277	15183	40255	0.86852	0.80745	0.19255	0.38511	0.64592	True
LRIG1_g5	LRIG1	13935	13567	13935	13567	-0.038605	67705	1.8888e+05	0.84672	0.19858	0.80142	0.39715	0.64592	False
EGFP_g3	EGFP	3615.4	3770.1	3615.4	3770.1	0.060406	11956	35353	0.82243	0.79458	0.20542	0.41083	0.64592	True
CTRL0008_g8	CTRL	6645.7	6869	6645.7	6869	0.047661	24921	75202	0.8141	0.79221	0.20779	0.41559	0.64592	True
EGFP_g6	EGFP	9971.1	10258	9971.1	10258	0.040898	41110	1.2451e+05	0.8126	0.79178	0.20822	0.41645	0.64592	True
mKate2_g5	mKate2	4911.3	4732.1	4911.3	4732.1	-0.053594	16045	51672	0.78806	0.21533	0.78467	0.43066	0.6546	False
PROM1_g3	PROM1	7636.6	7851.1	7636.6	7851.1	0.039971	23019	89372	0.71773	0.76354	0.23646	0.47292	0.70475	True
mKate2_g6	mKate2	8358.3	8577.5	8358.3	8577.5	0.037343	24024	99985	0.69322	0.75591	0.24409	0.48817	0.71248	True
ROSA26_g9	ROSA26	2746.2	2638.4	2746.2	2638.4	-0.057734	5806.9	25158	0.67944	0.24843	0.75157	0.49686	0.71248	False
CTRL0001_g1	CTRL	5408.7	5565.8	5408.7	5565.8	0.041305	12344	58239	0.65107	0.7425	0.2575	0.515	0.72227	True
CCR5_g8	CCR5	6855.1	6676.4	6855.1	6676.4	-0.038101	15966	78155	0.63919	0.26135	0.73865	0.5227	0.72227	False
AAVS1_g7	AAVS1	5140.5	5278.9	5140.5	5278.9	0.038306	9569.8	54679	0.59164	0.72295	0.27705	0.55409	0.75199	True
CTRL0007_g7	CTRL	6399.5	6247	6399.5	6247	-0.034796	11632	71759	0.56939	0.28455	0.71545	0.56909	0.75879	False
AAVS1_g4	AAVS1	3801.8	3905.5	3801.8	3905.5	0.038802	5373.3	37623	0.53445	0.70349	0.29651	0.59303	0.77487	True
ROSA26_g7	ROSA26	9167.7	8992.8	9167.7	8992.8	-0.027783	15292	1.1216e+05	0.52218	0.30077	0.69923	0.60155	0.77487	False
CTRL0002_g2	CTRL	4839.5	4944.8	4839.5	4944.8	0.031052	5545.4	50737	0.46754	0.67994	0.32006	0.64011	0.81081	True
CTRL0005_g5	CTRL	5642.9	5534.7	5642.9	5534.7	-0.027934	5856.6	61384	0.43683	0.33112	0.66888	0.66224	0.82508	False
ROSA26_g3	ROSA26	10109	9964.9	10109	9964.9	-0.020662	10333	1.2665e+05	0.40394	0.34313	0.65687	0.68625	0.84121	False
PROM1_g2	PROM1	9326.2	9200.4	9326.2	9200.4	-0.019576	7901.3	1.1458e+05	0.37138	0.35518	0.64482	0.71036	0.85694	False
PROM1_g4	PROM1	10435	10334	10435	10334	-0.013966	5053.5	1.3175e+05	0.27697	0.3909	0.6091	0.78181	0.92839	False
PROM1_g6	PROM1	15652	15531	15652	15531	-0.011215	7345.3	2.1829e+05	0.25942	0.39765	0.60235	0.79531	0.9299	False
