sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
GFPsh5	GFP	11.012	454.03	11.012	454.03	5.2434	98134	151.11	36.04	1	1.2323e-284	2.4647e-284	3.9681e-283	True
hSATB1sh2	hSATB1	65.072	2270.2	65.072	2270.2	5.1033	2.4312e+06	4208.6	33.99	1	1.8379e-253	3.6759e-253	5.3802e-252	True
KRT20sh1	KRT20	58.564	1816.1	58.564	1816.1	4.9311	1.5445e+06	3448.1	29.931	1	4.5996e-197	9.1993e-197	1.2342e-195	True
GFPsh9	GFP	28.531	908.07	28.531	908.07	4.9441	3.8679e+05	888.92	29.5	1	1.7391e-191	3.4783e-191	4.3077e-190	True
mKatesh2	mKate	60.567	1816.1	60.567	1816.1	4.8834	1.541e+06	3674.4	28.962	1	1.1926e-184	2.3852e-184	2.743e-183	True
GFPsh7	GFP	32.035	908.07	32.035	908.07	4.7823	3.8371e+05	1105.1	26.353	1	2.8591e-153	5.7183e-153	5.754e-152	True
LGR5sh8	LGR5	34.538	908.07	34.538	908.07	4.6769	3.8152e+05	1273	24.483	1	1.3575e-132	2.7151e-132	2.4285e-131	True
KRT20sh4	KRT20	16.518	454.03	16.518	454.03	4.699	95709	320.02	24.457	1	2.5645e-132	5.129e-132	3.9322e-131	True
mKatescrmsh2	mKatescrm	16.518	454.03	16.518	454.03	4.699	95709	320.02	24.457	1	2.5645e-132	5.129e-132	3.9322e-131	True
POLRD2scrmsh2	POLRD2scrm	99.61	2270.2	99.61	2270.2	4.4966	2.3557e+06	9430.4	22.351	1	6.8896e-111	1.3779e-110	9.6454e-110	True
hSATB2sh1	hSATB2	61.067	1362.1	61.067	1362.1	4.4569	8.4634e+05	3732.1	21.297	1	7.2402e-101	1.448e-100	9.3253e-100	True
KRT20scrmsh1	KRT20scrm	20.022	454.03	20.022	454.03	4.436	94183	457.99	20.28	1	1.1639e-91	2.3278e-91	1.3881e-90	True
SOX9scrmsh5	SOX9scrm	134.15	2724.2	134.15	2724.2	4.3338	3.3542e+06	16593	20.107	1	3.7709e-90	7.5419e-90	4.3366e-89	True
GFPsh6m	GFP	112.12	2270.2	112.12	2270.2	4.3275	2.3286e+06	11805	19.863	1	5.0548e-88	1.011e-87	5.6125e-87	True
KRT20sh3	KRT20	45.05	908.07	45.05	908.07	4.3031	3.724e+05	2100.4	18.831	1	2.5351e-79	5.0701e-79	2.6332e-78	True
MYCsh3	MYC	49.555	908.07	49.555	908.07	4.1685	3.6852e+05	2514.5	17.121	1	6.2228e-66	1.2446e-65	6.2617e-65	True
