id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SOX9	9	0.99753	0.99749	0.997486	25	0	1.8684	4.0712e-07	4.9975e-06	0.000125	1	8	1.8684
GFP	10	0.47785	0.69245	0.898143	15	2	1.025	0.0026155	0.012849	0.160607	2	6	1.025
mKate	10	0.10557	0.27847	0.853559	7	3	0.18262	0.074826	0.21172	0.966712	3	4	0.18262
mKatescrm	9	0.027812	0.098466	0.730188	2	2	0.024694	0.24963	0.44931	0.966712	4	3	0.024694
hAPC	4	0.09978	0.19475	0.730188	6	2	-0.08411	0.29223	0.40156	0.966712	5	1	-0.08411
hSATB1	3	0.80542	0.80583	0.898143	23	0	0.43223	0.33954	0.37382	0.966712	6	1	0.43223
MYCscrm	1	0.6457	0.64849	0.898143	19	0	0.1529	0.3543	0.35502	0.966712	7	0	0.1529
KRT20scrm	10	0.40906	0.63727	0.898143	14	3	-0.082818	0.40239	0.61568	0.966712	8	2	-0.082818
POLRD2	5	0.88776	0.88715	0.924116	24	0	0.0148	0.4393	0.54502	0.966712	9	1	0.0148
hSMARCB1	2	0.13424	0.18115	0.730188	9	1	-0.53045	0.46449	0.46158	0.966712	10	0	-0.53045
CCR5	9	0.23251	0.45785	0.880473	11	3	-0.2969	0.48658	0.66426	0.966712	11	2	-0.2969
hSMARCC1	3	0.55248	0.55643	0.898143	18	1	0.26304	0.49181	0.49578	0.966712	12	1	0.26304
TCF20	2	0.77579	0.77307	0.898143	22	0	0.089124	0.59159	0.58974	0.966712	13	0	0.089124
Prom1	10	0.22318	0.44959	0.880473	10	3	-0.082054	0.64963	0.78383	0.966712	14	2	-0.082054
hSMARCD1	4	0.29223	0.42081	0.880473	12	1	0.16908	0.65769	0.65843	0.966712	15	1	0.16908
hSATB2	3	0.47905	0.49526	0.884388	16	1	-0.13472	0.66855	0.66831	0.966712	16	0	-0.13472
hSMARCC2	3	0.398	0.43458	0.880473	13	1	0.18252	0.68722	0.68797	0.966712	17	0	0.18252
MYC	5	0.022309	0.068151	0.730188	1	2	-0.40308	0.70235	0.70847	0.966712	18	1	-0.40308
KRT20	10	0.032624	0.11808	0.730188	3	4	-0.28714	0.70397	0.81973	0.966712	19	2	-0.28714
TCF4	2	0.64869	0.64696	0.898143	20	0	-0.059263	0.70869	0.70693	0.966712	20	0	-0.059263
hSMARCA4	3	0.067937	0.12605	0.730188	4	2	-0.5935	0.79867	0.79928	0.966712	21	0	-0.5935
LGR5	10	0.12031	0.30728	0.853559	8	5	-0.2358	0.80081	0.87057	0.966712	22	1	-0.2358
SOX9scrm	9	0.7119	0.82629	0.898143	21	2	-0.077028	0.92341	0.92287	0.966712	23	1	-0.077028
GFPscrm	10	0.54578	0.74733	0.898143	17	2	-0.33979	0.93715	0.93779	0.966712	24	1	-0.33979
POLRD2scrm	5	0.094978	0.20445	0.730188	5	3	-0.56921	0.96662	0.96671	0.966712	25	0	-0.56921
