id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99776	0.99756	0.999995	9	0	0.63108	0.00066057	0.0018446	0.018446	1	3	0.63108
SOX9	6	0.99999	1.0	0.999995	10	0	0.35486	0.044821	0.077879	0.389397	2	2	0.35486
LRIG1	6	0.41517	0.41486	0.982412	4	0	-0.071196	0.59021	0.58945	0.971171	3	0	-0.071196
PROM1	6	0.59021	0.58945	0.982412	6	0	-0.13582	0.65978	0.65838	0.971171	4	0	-0.13582
mKate2	6	0.76974	0.76702	0.999995	7	0	-0.029449	0.69069	0.68962	0.971171	5	0	-0.029449
KRT20	6	0.014859	0.027939	0.279394	1	2	-0.15577	0.74552	0.743	0.971171	6	0	-0.15577
ROSA26	10	0.18073	0.20975	0.982412	2	1	-0.14596	0.8796	0.88022	0.971171	7	0	-0.14596
AAVS1	10	0.83419	0.83493	0.999995	8	0	-0.0642	0.92698	0.92732	0.971171	8	0	-0.0642
CCR5	10	0.37591	0.37622	0.982412	3	1	-0.098498	0.95687	0.95742	0.971171	9	0	-0.098498
CTRL	10	0.5282	0.52828	0.982412	5	0	-0.13603	0.97012	0.97117	0.971171	10	0	-0.13603
