sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	4230.2	12854	4230.2	12854	1.6031	3.7181e+07	3.6693e+05	14.236	1	2.7472e-46	5.4945e-46	4.1758e-44	True
EGFP_g2	EGFP	6693.7	12000	6693.7	12000	0.84207	1.4079e+07	7.397e+05	6.1698	1	3.4189e-10	6.8377e-10	1.7631e-08	True
EGFP_g5	EGFP	6168.5	11151	6168.5	11151	0.85413	1.2415e+07	6.5286e+05	6.167	1	3.4797e-10	6.9595e-10	1.7631e-08	True
SOX9_g2	SOX9	3726.8	5702.2	3726.8	5702.2	0.61344	1.951e+06	3.024e+05	3.5922	0.99984	0.00016396	0.00032792	0.0062306	True
EGFP_g3	EGFP	3949.2	5691.7	3949.2	5691.7	0.52719	1.5182e+06	3.3037e+05	3.0316	0.99878	0.0012163	0.0024325	0.036975	True
EGFP_g4	EGFP	4689	6523	4689	6523	0.47617	1.6818e+06	4.2941e+05	2.7988	0.99744	0.002565	0.00513	0.06498	True
SOX9_g1	SOX9	4693.3	6475.2	4693.3	6475.2	0.46422	1.5875e+06	4.3002e+05	2.7172	0.99671	0.0032919	0.0065838	0.071446	True
SOX9_g3	SOX9	4541	6250.1	4541	6250.1	0.46079	1.4606e+06	4.0889e+05	2.6729	0.99624	0.0037603	0.0075206	0.071446	True
SOX9_g4	SOX9	2445.2	3213.1	2445.2	3213.1	0.3939	2.9487e+05	1.5897e+05	1.9261	0.97295	0.027049	0.054098	0.45683	True
SOX9_g5	SOX9	5806	6990.5	5806	6990.5	0.26779	7.0144e+05	5.9516e+05	1.5353	0.93764	0.062356	0.12471	0.94781	True
SOX9_g6	SOX9	8278.3	9681.3	8278.3	9681.3	0.22583	9.841e+05	1.0235e+06	1.3867	0.91724	0.082765	0.16553	0.9775	True
ROSA26_g8	ROSA26	4756.4	3868.3	4756.4	3868.3	-0.29809	3.9432e+05	4.3887e+05	1.3405	0.090039	0.90996	0.18008	0.9775	False
mKate2_g1	mKate2	4604	3743.6	4604	3743.6	-0.29842	3.7021e+05	4.1759e+05	1.3316	0.091501	0.9085	0.183	0.9775	False
CTRL0009_g9	CTRL	5425.2	4453.6	5425.2	4453.6	-0.28466	4.7205e+05	5.3657e+05	1.3265	0.092342	0.90766	0.18468	0.9775	False
KRT20_g5	KRT20	10433	8932.8	10433	8932.8	-0.22393	1.1251e+06	1.4578e+06	1.2424	0.10705	0.89295	0.2141	0.9775	False
AAVS1_g2	AAVS1	6242.9	5232.4	6242.9	5232.4	-0.25471	5.1059e+05	6.6493e+05	1.2393	0.10763	0.89237	0.21525	0.9775	False
CTRL0006_g6	CTRL	10512	9035.4	10512	9035.4	-0.21831	1.0897e+06	1.4747e+06	1.2156	0.11206	0.88794	0.22412	0.9775	False
ROSA26_g3	ROSA26	10238	8894.3	10238	8894.3	-0.2029	9.0222e+05	1.4163e+06	1.1287	0.1295	0.8705	0.25901	0.9775	False
KRT20_g2	KRT20	8616.3	7488.3	8616.3	7488.3	-0.2024	6.3616e+05	1.0881e+06	1.0813	0.13977	0.86023	0.27954	0.9775	False
CTRL0010_g10	CTRL	8954.2	7824	8954.2	7824	-0.19462	6.386e+05	1.154e+06	1.052	0.14639	0.85361	0.29279	0.9775	False
PROM1_g4	PROM1	9967.1	8782.4	9967.1	8782.4	-0.18254	7.0176e+05	1.3595e+06	1.0161	0.1548	0.8452	0.3096	0.9775	False
ROSA26_g2	ROSA26	6890.7	5999.5	6890.7	5999.5	-0.19979	3.9715e+05	7.7323e+05	1.0135	0.1554	0.8446	0.3108	0.9775	False
ROSA26_g1	ROSA26	17060	15336	17060	15336	-0.15372	1.4868e+06	3.0933e+06	0.98045	0.16343	0.83657	0.32687	0.9775	False
CTRL0004_g4	CTRL	3362.6	2866.8	3362.6	2866.8	-0.23006	1.2291e+05	2.5847e+05	0.9752	0.16473	0.83527	0.32946	0.9775	False
LRIG1_g5	LRIG1	12773	11402	12773	11402	-0.16378	9.3964e+05	1.9867e+06	0.97259	0.16538	0.83462	0.33075	0.9775	False
CCR5_g6	CCR5	5879.6	5143.7	5879.6	5143.7	-0.19286	2.7072e+05	6.0672e+05	0.94467	0.17241	0.82759	0.34483	0.9775	False
AAVS1_g8	AAVS1	9114.4	8110.8	9114.4	8110.8	-0.16827	5.0355e+05	1.1857e+06	0.9216	0.17837	0.82163	0.35674	0.9775	False
ROSA26_g5	ROSA26	6604.5	5853.8	6604.5	5853.8	-0.17405	2.8177e+05	7.2467e+05	0.88185	0.18893	0.81107	0.37786	0.9775	False
ROSA26_g9	ROSA26	2612.4	2248.9	2612.4	2248.9	-0.21603	66041	1.7585e+05	0.86668	0.19306	0.80694	0.38612	0.9775	False
ROSA26_g6	ROSA26	8337	7490.6	8337	7490.6	-0.15442	3.5817e+05	1.0346e+06	0.83208	0.20268	0.79732	0.40536	0.9775	False
AAVS1_g7	AAVS1	5070.6	4497.9	5070.6	4497.9	-0.17289	1.6404e+05	4.8393e+05	0.82338	0.20515	0.79485	0.41029	0.9775	False
CCR5_g5	CCR5	5006.7	4458.2	5006.7	4458.2	-0.16737	1.5043e+05	4.7465e+05	0.79617	0.21297	0.78703	0.42594	0.9775	False
PROM1_g6	PROM1	14792	13569	14792	13569	-0.12443	7.4707e+05	2.4867e+06	0.77515	0.21913	0.78087	0.43825	0.9775	False
LRIG1_g1	LRIG1	7455.4	6750.3	7455.4	6750.3	-0.14331	2.4858e+05	8.7214e+05	0.75502	0.22512	0.77488	0.45024	0.9775	False
LRIG1_g6	LRIG1	4903.4	4424.4	4903.4	4424.4	-0.14827	1.1473e+05	4.5977e+05	0.70645	0.23995	0.76005	0.47991	0.9775	False
CTRL0002_g2	CTRL	4498.1	4057.2	4498.1	4057.2	-0.14881	97208	4.03e+05	0.69456	0.24366	0.75634	0.48733	0.9775	False
AAVS1_g1	AAVS1	9062.7	8335.9	9062.7	8335.9	-0.1206	2.6418e+05	1.1755e+06	0.67043	0.25129	0.74871	0.50258	0.9775	False
CCR5_g10	CCR5	6069.5	5573.9	6069.5	5573.9	-0.12287	1.2281e+05	6.3693e+05	0.62099	0.2673	0.7327	0.53461	0.9775	False
CCR5_g9	CCR5	3634	3307.5	3634	3307.5	-0.13578	53300	2.9098e+05	0.60526	0.2725	0.7275	0.545	0.9775	False
CCR5_g2	CCR5	7902.8	7330.9	7902.8	7330.9	-0.10835	1.6351e+05	9.534e+05	0.58567	0.27905	0.72095	0.5581	0.9775	False
PROM1_g3	PROM1	6825.1	6320.1	6825.1	6320.1	-0.11088	1.275e+05	7.6199e+05	0.57848	0.28147	0.71853	0.56294	0.9775	False
CCR5_g1	CCR5	5191.5	4823.1	5191.5	4823.1	-0.10615	67831	5.0165e+05	0.52003	0.30152	0.69848	0.60304	0.9775	False
CCR5_g3	CCR5	4386	4067.7	4386	4067.7	-0.10869	50682	3.8777e+05	0.51127	0.30458	0.69542	0.60916	0.9775	False
LRIG1_g2	LRIG1	4294.1	3997.7	4294.1	3997.7	-0.10316	43928	3.7543e+05	0.48375	0.31428	0.68572	0.62857	0.9775	False
mKate2_g5	mKate2	4126	4410.4	4126	4410.4	0.096141	40441	3.5323e+05	0.47852	0.68386	0.31614	0.63228	0.9775	True
CTRL0008_g8	CTRL	6540.5	6147.6	6540.5	6147.6	-0.089385	77222	7.1399e+05	0.46509	0.32093	0.67907	0.64186	0.9775	False
CTRL0005_g5	CTRL	5660.7	5337.3	5660.7	5337.3	-0.084862	52302	5.7255e+05	0.42743	0.33453	0.66547	0.66906	0.9775	False
AAVS1_g9	AAVS1	2729.7	2545.1	2729.7	2545.1	-0.10099	17042	1.8803e+05	0.42575	0.33514	0.66486	0.67029	0.9775	False
ROSA26_g7	ROSA26	9273.7	8811.5	9273.7	8811.5	-0.073748	1.0681e+05	1.2176e+06	0.41887	0.33766	0.66234	0.67531	0.9775	False
mKate2_g4	mKate2	4474.5	4213.4	4474.5	4213.4	-0.086711	34078	3.9977e+05	0.4129	0.33984	0.66016	0.67968	0.9775	False
PROM1_g2	PROM1	8615.4	8186.6	8615.4	8186.6	-0.073636	91912	1.0879e+06	0.41106	0.34051	0.65949	0.68103	0.9775	False
AAVS1_g3	AAVS1	6035.4	5729	6035.4	5729	-0.075152	46939	6.3146e+05	0.38557	0.34991	0.65009	0.69981	0.9775	False
AAVS1_g6	AAVS1	2206.2	2082.2	2206.2	2082.2	-0.083374	7680.2	1.359e+05	0.3362	0.36836	0.63164	0.73672	0.9775	False
AAVS1_g5	AAVS1	6077.4	5809.5	6077.4	5809.5	-0.065047	35905	6.3819e+05	0.33544	0.36865	0.63135	0.73729	0.9775	False
LRIG1_g3	LRIG1	3925.6	3740.1	3925.6	3740.1	-0.069815	17203	3.2736e+05	0.3242	0.37289	0.62711	0.74579	0.9775	False
CTRL0007_g7	CTRL	6119.4	5873.6	6119.4	5873.6	-0.059153	30227	6.4495e+05	0.30616	0.37974	0.62026	0.75948	0.9775	False
LRIG1_g4	LRIG1	9284.2	9585.7	9284.2	9585.7	0.04609	45429	1.2197e+06	0.27294	0.60755	0.39245	0.7849	0.9775	True
CCR5_g4	CCR5	3942.2	3791.4	3942.2	3791.4	-0.056266	11374	3.2948e+05	0.26276	0.39637	0.60363	0.79273	0.9775	False
AAVS1_g4	AAVS1	3340.7	3211.9	3340.7	3211.9	-0.056713	8296.9	2.5591e+05	0.25464	0.3995	0.6005	0.799	0.9775	False
mKate2_g2	mKate2	5321.9	5143.7	5321.9	5143.7	-0.049113	15870	5.2104e+05	0.24681	0.40253	0.59747	0.80505	0.9775	False
KRT20_g4	KRT20	2955.5	2849.3	2955.5	2849.3	-0.052774	5638.8	2.1228e+05	0.23049	0.40885	0.59115	0.81771	0.9775	False
