sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
GFPsh5	GFP	11.018	1229.2	11.018	1229.2	6.6776	7.4199e+05	173.5	92.484	1	0	0	0	True
KRT20sh4	KRT20	16.527	1229.2	16.527	1229.2	6.1332	7.353e+05	364.43	63.524	1	0	0	0	True
mKatescrmsh2	mKatescrm	16.527	1229.2	16.527	1229.2	6.1332	7.353e+05	364.43	63.524	1	0	0	0	True
KRT20sh3	KRT20	45.073	2151.1	45.073	2151.1	5.5457	2.2177e+06	2334.1	43.592	1	0	0	0	True
GFPsh7	GFP	32.052	1536.5	32.052	1536.5	5.5397	1.1317e+06	1238.8	42.744	1	0	0	0	True
GFPsh6m	GFP	112.18	3994.9	112.18	3994.9	5.1418	7.5378e+06	12796	34.324	1	2.0453e-258	4.0907e-258	1.0977e-256	True
mKatescrmsh7	mKatescrm	16.527	614.6	16.527	614.6	5.1344	1.7885e+05	364.43	31.329	1	1.1525e-215	2.305e-215	5.3016e-214	True
GFPsh9	GFP	28.546	921.9	28.546	921.9	4.9651	3.9904e+05	999.42	28.259	1	6.8152e-176	1.363e-175	2.7431e-174	True
MYCsh4	MYC	35.558	921.9	35.558	921.9	4.6579	3.9281e+05	1502	22.87	1	5.6305e-116	1.1261e-115	2.0145e-114	True
GFPsh3	GFP	36.059	921.9	36.059	921.9	4.6383	3.9236e+05	1541.5	22.562	1	6.2137e-113	1.2427e-112	2.0008e-111	True
MYCsh3	MYC	49.581	1229.2	49.581	1229.2	4.6042	6.9576e+05	2787.2	22.344	1	8.3764e-111	1.6753e-110	1.3486e-109	True
hSMARCB1sh1	hSMARCB1	39.564	921.9	39.564	921.9	4.5079	3.8926e+05	1831.6	20.617	1	1.1756e-94	2.3513e-94	1.8027e-93	True
GFPscrmsh5	GFPscrm	69.112	1536.5	69.112	1536.5	4.4548	1.0766e+06	5176.9	20.394	1	1.125e-92	2.2501e-92	1.6466e-91	True
mKatesh6m	mKate	71.116	1536.5	71.116	1536.5	4.4141	1.0737e+06	5460.4	19.831	1	9.6972e-88	1.9394e-87	1.3576e-86	True
GFPscrmsh8	GFPscrm	47.577	921.9	47.577	921.9	4.2478	3.8222e+05	2581.2	17.209	1	1.3696e-66	2.7392e-66	1.8376e-65	True
GFPscrmsh6	GFPscrm	31.051	614.6	31.051	614.6	4.2636	1.7027e+05	1168	17.075	1	1.39e-65	2.78e-65	1.7903e-64	True
GFPscrmsh10	GFPscrm	66.608	1229.2	66.608	1229.2	4.1856	6.7582e+05	4832.4	16.724	1	5.2465e-63	1.0493e-62	6.4976e-62	True
mKatescrmsh10	mKatescrm	32.052	614.6	32.052	614.6	4.2192	1.6968e+05	1238.8	16.551	1	9.5803e-62	1.9161e-61	1.1017e-60	True
hSMARCA4sh3	hSMARCA4	16.026	307.3	16.026	307.3	4.1785	42421	344.39	15.696	1	1.0063e-55	2.0126e-55	1.1173e-54	True
mKatesh10	mKate	17.529	307.3	17.529	307.3	4.0565	41984	406.07	14.38	1	4.2809e-47	8.5617e-47	4.5948e-46	True
POLRD2scrmsh2	POLRD2scrm	99.662	1536.5	99.662	1536.5	3.933	1.0323e+06	10256	14.188	1	6.5054e-46	1.3011e-45	6.7572e-45	True
GFPsh10	GFP	58.595	921.9	58.595	921.9	3.9529	3.7265e+05	3804.9	13.996	1	9.999e-45	1.9998e-44	9.4696e-44	True
KRT20sh1	KRT20	58.595	921.9	58.595	921.9	3.9529	3.7265e+05	3804.9	13.996	1	9.999e-45	1.9998e-44	9.4696e-44	True
Prom1sh2	Prom1	58.595	921.9	58.595	921.9	3.9529	3.7265e+05	3804.9	13.996	1	9.999e-45	1.9998e-44	9.4696e-44	True
hSMARCC2sh3	hSMARCC2	82.134	1229.2	82.134	1229.2	3.8873	6.5789e+05	7145.3	13.57	1	3.6119e-42	7.2237e-42	3.2306e-41	True
mKatesh2	mKate	60.599	921.9	60.599	921.9	3.9052	3.7092e+05	4051.1	13.532	1	6.0727e-42	1.2145e-41	5.2849e-41	True
