id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GFP	10	0.9975	0.99743	0.997426	25	0	4.2956	0.00011637	0.00092454	0.023113	1	10	4.2956
GFPscrm	10	0.79851	0.79883	0.927054	20	1	2.7184	0.017005	0.096447	0.66218	2	9	2.7184
KRT20	10	0.013697	0.046472	0.580897	2	4	-1.3349	0.0211	0.11547	0.66218	3	4	-1.3349
MYC	5	0.39425	0.41629	0.927054	9	1	3.455	0.041462	0.14009	0.66218	4	4	3.455
hSATB2	3	0.93694	0.93637	0.975382	24	0	3.538	0.063057	0.14745	0.66218	5	3	3.538
mKatescrm	10	0.77391	0.77723	0.927054	19	1	1.9686	0.065492	0.27122	0.66218	6	7	1.9686
POLRD2scrm	5	0.45751	0.46746	0.927054	10	1	2.4953	0.071405	0.22165	0.66218	7	4	2.4953
hSMARCC2	3	0.8157	0.81581	0.927054	22	0	3.8277	0.086353	0.19574	0.66218	8	3	3.8277
hSMARCA4	3	0.86225	0.86295	0.937993	23	0	3.8041	0.098379	0.21957	0.66218	9	3	3.8041
hSATB1	3	0.53806	0.53632	0.927054	12	0	3.511	0.13816	0.29136	0.66218	10	2	3.511
hSMARCB1	2	0.22861	0.22951	0.908706	7	1	-0.74721	0.14559	0.23902	0.66218	11	1	-0.74721
mKate	10	0.77391	0.77723	0.927054	18	1	-0.74992	0.16061	0.49578	0.8503	12	7	-0.74992
hSMARCD1	4	0.80117	0.80131	0.927054	21	0	0.84426	0.19883	0.44547	0.8503	13	4	0.84426
hSMARCC1	3	0.7195	0.72067	0.927054	17	0	0.56828	0.2805	0.50825	0.8503	14	3	0.56828
hAPC	4	0.13707	0.19919	0.908706	6	1	1.7165	0.29785	0.57618	0.900276	15	3	1.7165
TCF20	2	0.64551	0.64337	0.927054	14	0	-6.9671	0.35449	0.51018	0.8503	16	2	-6.9671
SOX9scrm	9	0.069564	0.15927	0.908706	4	2	0.017929	0.46459	0.82359	0.980625	17	7	0.017929
CCR5	9	0.53807	0.60368	0.927054	13	1	0.42353	0.48756	0.84033	0.980625	18	6	0.42353
SOX9	9	0.0090182	0.032009	0.580897	1	3	-0.96733	0.60374	0.89934	0.980625	19	5	-0.96733
Prom1	10	0.68307	0.7102	0.927054	16	1	0.10586	0.616	0.91089	0.980625	20	7	0.10586
MYCscrm	1	0.37829	0.37881	0.927054	8	0	0.35885	0.62171	0.62364	0.917122	21	1	0.35885
POLRD2	5	0.67367	0.67383	0.927054	15	0	-4.3598	0.64228	0.86688	0.980625	22	2	-4.3598
LGR5	10	0.065492	0.15842	0.908706	3	2	-5.0306	0.74715	0.95782	0.980625	23	6	-5.0306
KRT20scrm	10	0.12686	0.25444	0.908706	5	3	-2.9674	0.8477	0.98062	0.980625	24	5	-2.9674
TCF4	2	0.47151	0.46827	0.927054	11	0	-6.4786	0.9181	0.91758	0.980625	25	1	-6.4786
