sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
KRT20sh2m	KRT20	542.28	7708	542.28	7708	3.8268	2.5674e+07	3.051e+05	12.973	1	1.0419e-38	2.0838e-38	3.3548e-36	True
hAPCsh4	hAPC	136.94	882.09	136.94	882.09	2.6785	2.7763e+05	19410	5.3485	1	5.2965e-08	1.0593e-07	8.5274e-06	True
GFPsh2	GFP	139.13	681.58	139.13	681.58	2.2842	1.4712e+05	20036	3.8323	0.99992	7.5835e-05	0.00015167	0.0081397	True
mKatescrmsh4	mKatescrm	391.1	1830.4	391.1	1830.4	2.2237	1.0358e+06	1.5852e+05	3.6151	0.99982	0.00017937	0.00035874	0.014439	True
GFPscrmsh3	GFPscrm	186.24	756.08	186.24	756.08	2.0156	1.6236e+05	35895	3.0077	0.99843	0.001572	0.0031439	0.10123	True
hAPCsh2	hAPC	451.35	1680.5	451.35	1680.5	1.8942	7.5539e+05	2.1122e+05	2.6744	0.99553	0.0044721	0.0089442	0.24	True
POLRD2scrmsh4	POLRD2scrm	187.33	629.15	187.33	629.15	1.7424	97600	36319	2.3183	0.9878	0.012202	0.024404	0.5435	True
hAPCsh3	hAPC	76.686	254.79	76.686	254.79	1.7192	15860	6101.3	2.2801	0.9865	0.013503	0.027006	0.5435	True
KRT20scrmsh8	KRT20scrm	119.41	369.76	119.41	369.76	1.6225	31338	14763	2.0604	0.97649	0.023507	0.047014	0.84102	True
hAPCsh1	hAPC	4909	14921	4909	14921	1.6037	5.0121e+07	2.5271e+07	1.9916	0.97223	0.02777	0.055541	0.8942	True
SOX9sh8	SOX9	10703	2361.1	10703	2361.1	-2.18	3.4795e+07	1.2064e+08	1.4722	0.07049	0.92951	0.14098	0.97152	False
GFPscrmsh1	GFPscrm	461.21	1145.2	461.21	1145.2	1.3102	2.3389e+05	2.2057e+05	1.4563	0.91319	0.086808	0.17362	0.97152	True
MYCsh1	MYC	1241.2	283.3	1241.2	283.3	-2.1274	4.588e+05	1.6042e+06	1.4527	0.073148	0.92685	0.1463	0.97152	False
SOX9scrmsh8	SOX9scrm	9789.5	23893	9789.5	23893	1.2872	9.9453e+07	1.0088e+08	1.4042	0.90405	0.095947	0.19189	0.97152	True
GFPsh1	GFP	84.354	203.28	84.354	203.28	1.259	7071.3	7378	1.3845	0.90071	0.099288	0.19858	0.97152	True
POLRD2sh4	POLRD2	2045.3	526.13	2045.3	526.13	-1.9568	1.154e+06	4.3668e+06	1.3823	0.083439	0.91656	0.16688	0.97152	False
mKatescrmsh10	mKatescrm	50.394	13.797	50.394	13.797	-1.7963	669.65	2646	1.3444	0.089408	0.91059	0.17882	0.97152	False
GFPscrmsh9	GFPscrm	36.152	83.702	36.152	83.702	1.189	1130.5	1369.5	1.2849	0.88104	0.11896	0.23791	0.97152	True
KRT20scrmsh5	KRT20scrm	14.242	33.113	14.242	33.113	1.1623	178.06	220.09	1.2721	0.87771	0.12229	0.24457	0.97152	True
mKatesh5m	mKate	74.495	169.24	74.495	169.24	1.1732	4488.7	5758.8	1.2486	0.87344	0.12656	0.25312	0.97152	True
hSATB1sh2	hSATB1	77.781	24.835	77.781	24.835	-1.6085	1401.7	6276.2	1.2471	0.10618	0.89382	0.21237	0.97152	False
mKatesh4	mKate	829.3	276.86	829.3	276.86	-1.5793	1.526e+05	7.148e+05	1.2178	0.11165	0.88835	0.22331	0.97152	False
SOX9sh6	SOX9	385.62	131.53	385.62	131.53	-1.5446	32280	1.541e+05	1.2034	0.11441	0.88559	0.22881	0.97152	False
CCR5ch2	CCR5	59.158	21.156	59.158	21.156	-1.4411	722.08	3639.2	1.1715	0.1207	0.8793	0.2414	0.97152	False
LGR5sh6	LGR5	51.489	112.22	51.489	112.22	1.109	1843.9	2761.5	1.1556	0.85185	0.14815	0.29631	0.97152	True
POLRD2scrmsh1	POLRD2scrm	69.017	145.33	69.017	145.33	1.0634	2911.8	4946.1	1.0851	0.83396	0.16604	0.33208	0.97152	True
GFPsh5	GFP	43.82	18.396	43.82	18.396	-1.2084	323.2	2004.9	1.0583	0.14496	0.85504	0.28993	0.97152	False
hSMARCC1sh1	hSMARCC1	429.44	183.96	429.44	183.96	-1.2186	30130	1.9118e+05	1.0431	0.14844	0.85156	0.29688	0.97152	False
SOX9sh9	SOX9	12912	5670.6	12912	5670.6	-1.187	2.6217e+07	1.7575e+08	1.0253	0.15261	0.84739	0.30521	0.97152	False
SOX9sh7	SOX9	18613	8269.1	18613	8269.1	-1.1704	5.3496e+07	3.6595e+08	1.0168	0.15463	0.84537	0.30925	0.97152	False
