id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hAPC	4	0.99998	0.99999	0.999985	25	0	1.8067	1.5259e-05	7.4963e-05	0.001874	1	4	1.8067
KRT20	10	0.996	0.99609	0.999985	24	0	0.24595	0.032412	0.091559	0.805941	2	1	0.24595
GFPscrm	10	0.81354	0.85031	0.999985	20	1	0.67622	0.052271	0.12614	0.805941	3	3	0.67622
POLRD2scrm	5	0.98273	0.9824	0.999985	23	0	0.81088	0.10459	0.17278	0.863893	4	2	0.81088
KRT20scrm	10	0.66446	0.78544	0.999985	18	2	-0.094022	0.11233	0.22811	0.896813	5	3	-0.094022
MYCscrm	1	0.87171	0.87238	0.999985	21	0	0.87068	0.12829	0.12895	0.805941	6	1	0.87068
GFP	10	0.20963	0.40434	0.918961	8	3	0.1936	0.15282	0.28223	0.896813	7	2	0.1936
mKatescrm	10	0.20781	0.40259	0.918961	7	1	-0.0020016	0.20781	0.33633	0.896813	8	1	-0.0020016
hSMARCB1	2	0.22861	0.23874	0.841439	9	1	-0.12169	0.35049	0.34917	0.896813	9	0	-0.12169
TCF20	2	0.75328	0.75068	0.999985	19	0	0.29075	0.39222	0.38991	0.896813	10	0	0.29075
hSMARCC2	3	0.57255	0.57106	0.951766	15	0	-0.48566	0.3958	0.3946	0.896813	11	0	-0.48566
SOX9scrm	9	0.9385	0.93815	0.999985	22	0	0.11698	0.5074	0.55482	0.936959	12	1	0.11698
hSMARCD1	4	0.33037	0.39599	0.918961	12	1	-0.028745	0.53527	0.53368	0.936959	13	0	-0.028745
hSATB1	3	0.086212	0.14751	0.841439	4	1	-0.058013	0.56125	0.55967	0.936959	14	0	-0.058013
hSMARCA4	3	0.12431	0.20412	0.841439	5	2	-0.59564	0.60528	0.60492	0.936959	15	0	-0.59564
mKate	10	0.30826	0.51144	0.951766	11	2	0.016595	0.65889	0.67426	0.936959	16	1	0.016595
LGR5	10	0.62617	0.75538	0.999985	17	2	0.084736	0.68307	0.69291	0.936959	17	1	0.084736
MYC	5	0.048378	0.11293	0.841439	3	1	-0.24607	0.68688	0.68788	0.936959	18	0	-0.24607
hSMARCC1	3	0.17603	0.24043	0.841439	6	1	-0.41814	0.71095	0.71209	0.936959	19	0	-0.41814
POLRD2	5	0.019837	0.053268	0.665855	2	3	-0.80685	0.75745	0.75715	0.946433	20	0	-0.80685
CCR5	9	0.36581	0.55453	0.951766	13	2	-0.011586	0.80848	0.80897	0.960047	21	0	-0.011586
TCF4	2	0.26289	0.26926	0.841439	10	1	-0.49747	0.85188	0.84997	0.960047	22	0	-0.49747
hSATB2	3	0.45049	0.4543	0.946454	14	1	-0.026566	0.88226	0.88324	0.960047	23	0	-0.026566
Prom1	10	0.60549	0.7404	0.999985	16	2	-0.26416	0.95877	0.95824	0.9896	24	0	-0.26416
SOX9	9	7.1828e-05	0.00035482	0.008871	1	7	-1.1287	0.98962	0.9896	0.9896	25	0	-1.1287
