id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	1.0	1.0	0.999995	10	0	0.71513	3.8147e-06	1.4997e-05	0.00015	1	6	0.71513
EGFP	6	0.98773	0.98771	0.999995	9	0	0.70799	0.0012072	0.0044041	0.022021	2	4	0.70799
LRIG1	6	0.46388	0.46355	0.999995	4	0	-0.10013	0.76974	0.76702	0.999095	3	0	-0.10013
PROM1	6	0.41517	0.41486	0.999995	3	0	-0.090111	0.792	0.79028	0.999095	4	0	-0.090111
AAVS1	10	0.93855	0.93887	0.999995	8	0	-0.022301	0.80615	0.80665	0.999095	5	0	-0.022301
ROSA26	10	0.80615	0.80665	0.999995	6	0	-0.033975	0.83419	0.83493	0.999095	6	0	-0.033975
CCR5	10	0.83419	0.83493	0.999995	7	0	-0.033207	0.85853	0.8583	0.999095	7	0	-0.033207
mKate2	6	0.69069	0.68962	0.999995	5	0	-0.16725	0.86401	0.86292	0.999095	8	0	-0.16725
CTRL	10	0.28429	0.34138	0.999995	2	1	-0.14656	0.95687	0.95742	0.999095	9	0	-0.14656
SOX9	6	1.1191e-05	2.4995e-05	0.00025	1	5	-0.36691	0.99913	0.9991	0.999095	10	0	-0.36691
