id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99997	1.0	0.999995	10	0	2.0375	4.1512e-06	1.4997e-05	0.00015	1	6	2.0375
SOX9	6	0.99995	1.0	0.999995	9	0	1.126	4.8231e-05	0.00021496	0.001075	2	6	1.126
AAVS1	10	0.063876	0.22134	0.642162	2	4	0.039818	0.46053	0.67551	0.985828	3	2	0.039818
KRT20	6	0.086997	0.22697	0.642162	3	4	-0.26605	0.51222	0.65211	0.985828	4	2	-0.26605
PROM1	6	0.13948	0.32108	0.642162	5	3	-0.19558	0.65978	0.72176	0.985828	5	1	-0.19558
mKate2	6	0.10379	0.25851	0.642162	4	3	-0.22949	0.74552	0.76853	0.985828	6	1	-0.22949
CCR5	10	0.25881	0.54338	0.905627	6	5	-0.20705	0.77047	0.8678	0.985828	7	2	-0.20705
CTRL	10	0.37511	0.67234	0.920122	7	4	-0.072903	0.9135	0.92832	0.985828	8	1	-0.072903
ROSA26	10	0.46053	0.7361	0.920122	8	4	-0.085286	0.96404	0.96469	0.985828	9	0	-0.085286
LRIG1	6	0.041174	0.1355	0.642162	1	4	-0.32354	0.98557	0.98583	0.985828	10	0	-0.32354
