id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	1.0	1.0	0.999995	10	0	0.67178	3.8147e-06	1.4997e-05	0.00015	1	6	0.67178
EGFP	6	0.99913	0.9991	0.999995	9	0	0.74582	0.00026724	0.0011148	0.005574	2	5	0.74582
PROM1	6	0.17998	0.36869	0.999995	3	3	-0.08328	0.792	0.79028	0.999995	3	0	-0.08328
ROSA26	10	0.5078	0.75952	0.999995	7	3	-0.014675	0.80615	0.81779	0.999995	4	1	-0.014675
AAVS1	10	0.88247	0.94582	0.999995	8	2	-0.069856	0.83419	0.83871	0.999995	5	1	-0.069856
CCR5	10	0.4826	0.73916	0.999995	6	4	-0.073506	0.85853	0.85864	0.999995	6	1	-0.073506
mKate2	6	0.35434	0.56824	0.999995	4	2	-0.080004	0.86401	0.86292	0.999995	7	0	-0.080004
LRIG1	6	0.0043265	0.019261	0.096306	2	4	-0.19218	0.92366	0.92391	0.999995	8	0	-0.19218
CTRL	10	0.45457	0.71585	0.999995	5	4	-0.051463	0.94844	0.94928	0.999995	9	0	-0.051463
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-0.44384	1.0	1.0	0.999995	10	0	-0.44384
