sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
hSMARCA4sh3	hSMARCA4	16.005	3407.1	16.005	3407.1	7.6469	5.7498e+06	1353	92.192	1	0	0	0	True
GFPsh7	GFP	32.009	3407.1	32.009	3407.1	6.69	5.6957e+06	4243.3	51.813	1	0	0	0	True
hSMARCC2sh3	hSMARCC2	82.024	6814.2	82.024	6814.2	6.3591	2.2661e+07	20074	47.516	1	0	0	0	True
mKatescrmsh2	mKatescrm	16.505	1703.6	16.505	1703.6	6.6055	1.4231e+06	1423.4	44.717	1	0	0	0	True
hSATB2sh3	hSATB2	25.507	1703.6	25.507	1703.6	6.0069	1.4079e+06	2917.4	31.067	1	4.88e-212	9.7601e-212	6.5474e-211	True
mKatescrmsh10	mKatescrm	32.009	1703.6	32.009	1703.6	5.6904	1.397e+06	4243.3	25.661	1	2.3324e-145	4.6648e-145	2.347e-144	True
GFPsh3	GFP	36.011	1703.6	36.011	1703.6	5.5253	1.3904e+06	5153.8	23.228	1	1.7102e-119	3.4204e-119	1.4492e-118	True
hSMARCA4sh2	hSMARCA4	43.013	1703.6	43.013	1703.6	5.2753	1.3787e+06	6910.8	19.975	1	6.5016e-89	1.3003e-88	4.6522e-88	True
KRT20sh3	KRT20	45.013	1703.6	45.013	1703.6	5.2112	1.3754e+06	7449.5	19.216	1	1.943e-82	3.886e-82	1.3312e-81	True
GFPsh6m	GFP	112.03	3407.1	112.03	3407.1	4.9142	5.4288e+06	33607	17.974	1	2.1273e-72	4.2546e-72	1.37e-71	True
GFPsh10	GFP	58.517	1703.6	58.517	1703.6	4.84	1.3531e+06	11490	15.347	1	2.6289e-53	5.2579e-53	1.4348e-52	True
Prom1sh2	Prom1	58.517	1703.6	58.517	1703.6	4.84	1.3531e+06	11490	15.347	1	2.6289e-53	5.2579e-53	1.4348e-52	True
mKatesh2	mKate	60.518	1703.6	60.518	1703.6	4.7923	1.3498e+06	12146	14.908	1	2.0508e-50	4.1016e-50	1.1006e-49	True
GFPscrmsh7	GFPscrm	61.518	1703.6	61.518	1703.6	4.769	1.3482e+06	12480	14.699	1	4.6177e-49	9.2354e-49	2.3602e-48	True
mKatescrmsh1	mKatescrm	65.019	1703.6	65.019	1703.6	4.6904	1.3424e+06	13674	14.012	1	9.2503e-45	1.8501e-44	4.4457e-44	True
GFPscrmsh10	GFPscrm	66.52	1703.6	66.52	1703.6	4.658	1.34e+06	14200	13.738	1	4.2313e-43	8.4627e-43	1.9746e-42	True
CCR5ch5	CCR5	69.52	1703.6	69.52	1703.6	4.5952	1.335e+06	15274	13.222	1	4.603e-40	9.206e-40	2.0304e-39	True
SOX9sh2	SOX9	83.525	1703.6	83.525	1703.6	4.3339	1.3123e+06	20685	11.264	1	1.3696e-29	2.7392e-29	5.4446e-29	True
GFPsh4	GFP	86.025	1703.6	86.025	1703.6	4.2918	1.3082e+06	21718	10.976	1	3.4601e-28	6.9202e-28	1.3264e-27	True
GFPsh8m	GFP	86.525	1703.6	86.525	1703.6	4.2836	1.3074e+06	21927	10.92	1	6.4063e-28	1.2813e-27	2.4268e-27	True
