id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	1.0	1.0	0.999995	10	0	0.68138	3.8147e-06	1.4997e-05	0.00015	1	6	0.68138
EGFP	6	0.99933	0.99932	0.999995	9	0	0.6367	0.0012072	0.0044041	0.022021	2	4	0.6367
PROM1	6	0.5512	0.55044	0.999995	4	0	-0.093648	0.69069	0.68962	0.999995	3	0	-0.093648
ROSA26	10	0.69458	0.6952	0.999995	5	0	-0.01137	0.80615	0.80665	0.999995	4	0	-0.01137
LRIG1	6	0.46388	0.46355	0.999995	2	0	-0.13194	0.81245	0.8112	0.999995	5	0	-0.13194
mKate2	6	0.84834	0.84736	0.999995	6	0	-0.046917	0.84834	0.84736	0.999995	6	0	-0.046917
CCR5	10	0.99764	0.99771	0.999995	8	0	-0.042889	0.89781	0.8985	0.999995	7	0	-0.042889
AAVS1	10	0.5282	0.52828	0.999995	3	0	-0.081316	0.92698	0.92732	0.999995	8	0	-0.081316
CTRL	10	0.8796	0.88022	0.999995	7	0	-0.064829	0.99408	0.99428	0.999995	9	0	-0.064829
SOX9	6	6.2594e-05	0.00016497	0.00165	1	4	-0.45077	1.0	1.0	0.999995	10	0	-0.45077
