id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	1.7574	0.00066057	0.0016847	0.016847	1	3	1.7574
SOX9	6	0.99999	1.0	0.999995	10	0	1.0197	0.36283	0.36269	0.995376	2	0	1.0197
KRT20	6	0.11273	0.2389	0.477794	5	3	-0.19023	0.71922	0.71755	0.995376	3	0	-0.19023
mKate2	6	0.03883	0.11084	0.477794	1	4	-0.46219	0.792	0.79028	0.995376	4	0	-0.46219
AAVS1	10	0.074632	0.21313	0.477794	3	4	-0.23166	0.83419	0.83493	0.995376	5	0	-0.23166
CTRL	10	0.89781	0.92088	0.999995	8	1	-0.034054	0.85853	0.8583	0.995376	6	0	-0.034054
LRIG1	6	0.11168	0.23719	0.477794	4	2	-0.10271	0.86401	0.86292	0.995376	7	0	-0.10271
ROSA26	10	0.73692	0.847	0.999995	7	1	-0.083173	0.93855	0.93887	0.995376	8	0	-0.083173
PROM1	6	0.50916	0.64901	0.999995	6	1	-0.075896	0.95395	0.95404	0.995376	9	0	-0.075896
CCR5	10	0.057171	0.17418	0.477794	2	5	-0.27794	0.99526	0.99538	0.995376	10	0	-0.27794
