id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SOX9	9	0.99591	0.99576	0.995757	25	0	1.9218	1.2608e-06	4.9975e-06	0.000125	1	8	1.9218
GFP	10	0.84966	0.93597	0.974966	22	2	1.5836	0.00018409	0.0010745	0.013431	2	6	1.5836
mKate	10	0.089719	0.26863	0.732521	5	5	-0.37377	0.098589	0.214	0.962894	3	3	-0.37377
mKatescrm	10	0.094415	0.27865	0.732521	6	1	0.2966	0.1747	0.32836	0.962894	4	3	0.2966
POLRD2	5	0.89686	0.89623	0.97416	24	1	0.68111	0.30086	0.35383	0.962894	5	1	0.68111
TCF4	2	0.87611	0.87501	0.97416	23	0	0.60871	0.31829	0.31702	0.962894	6	0	0.60871
hSATB1	3	0.3958	0.49514	0.838745	14	1	0.10385	0.3958	0.39462	0.962894	7	1	0.10385
MYCscrm	1	0.60197	0.60361	0.887666	19	0	0.21114	0.39803	0.39855	0.962894	8	0	0.21114
KRT20scrm	10	0.54455	0.78955	0.939941	18	4	-0.092627	0.43755	0.57667	0.962894	9	1	-0.092627
hAPC	4	0.17177	0.32323	0.734621	11	2	-0.19751	0.43982	0.44	0.962894	10	1	-0.19751
hSMARCD1	4	0.73067	0.75395	0.939941	20	1	0.16422	0.57814	0.57731	0.962894	11	0	0.16422
hSMARCC1	3	0.42358	0.51063	0.838745	15	1	0.28733	0.71095	0.71209	0.962894	12	0	0.28733
TCF20	2	0.75977	0.75699	0.939941	21	0	0.077719	0.71251	0.71071	0.962894	13	0	0.077719
hSATB2	3	0.12288	0.21849	0.732521	10	1	0.067215	0.76724	0.7682	0.962894	14	0	0.067215
hSMARCC2	3	0.36715	0.48033	0.838745	13	1	0.10355	0.78894	0.78985	0.962894	15	0	0.10355
POLRD2scrm	5	0.1142	0.25323	0.732521	9	3	-0.4699	0.80598	0.80576	0.962894	16	0	-0.4699
MYC	5	0.10995	0.24725	0.732521	8	2	0.18981	0.81468	0.81467	0.962894	17	0	0.18981
GFPscrm	10	0.5112	0.76347	0.939941	16	3	0.22244	0.84061	0.84125	0.962894	18	0	0.22244
CCR5	9	0.10623	0.29301	0.732521	7	5	-0.26813	0.84568	0.84443	0.962894	19	0	-0.26813
hSMARCB1	2	0.53635	0.5368	0.838745	17	1	-0.413	0.8569	0.85522	0.962894	20	0	-0.413
Prom1	10	0.25957	0.5358	0.838745	12	2	0.09227	0.89351	0.89329	0.962894	21	0	0.09227
KRT20	10	0.0049964	0.026112	0.652799	1	7	-0.49702	0.93582	0.93604	0.962894	22	0	-0.49702
SOX9scrm	9	0.050314	0.17175	0.732521	4	6	-0.22725	0.95573	0.95549	0.962894	23	0	-0.22725
LGR5	10	0.020801	0.08941	0.732521	2	5	-0.4028	0.95877	0.95824	0.962894	24	0	-0.4028
hSMARCA4	3	0.036673	0.088901	0.732521	3	3	-0.68085	0.96333	0.96289	0.962894	25	0	-0.68085
