id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	10	0	3.643	4.1512e-06	1.4997e-05	0.00015	1	6	3.643
KRT20	6	0.99999	1.0	0.999995	9	0	2.4901	1.2003e-05	3.4993e-05	0.000175	2	6	2.4901
PROM1	6	0.10333	0.2867	0.975835	3	5	-0.16488	0.65978	0.6587	0.999995	3	1	-0.16488
ROSA26	10	0.14141	0.40422	0.975835	4	7	-0.20127	0.85853	0.8583	0.999995	4	0	-0.20127
LRIG1	6	0.72582	0.86917	0.999995	7	2	-0.10516	0.86401	0.86292	0.999995	5	0	-0.10516
CTRL	10	0.44673	0.75776	0.999995	6	4	-0.085915	0.8796	0.88022	0.999995	6	0	-0.085915
CCR5	10	0.19123	0.48792	0.975835	5	5	-0.17069	0.9135	0.9138	0.999995	7	0	-0.17069
mKate2	6	0.80722	0.90513	0.999995	8	2	-0.11266	0.9404	0.94007	0.999995	8	0	-0.11266
AAVS1	10	0.093388	0.30555	0.975835	2	7	-0.20541	0.95687	0.95742	0.999995	9	0	-0.20541
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-2.0927	1.0	1.0	0.999995	10	0	-2.0927
