id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hAPC	4	0.99994	0.99996	0.999955	25	0	1.418	6.2224e-05	0.00016492	0.004123	1	4	1.418
KRT20	10	0.96566	0.96518	0.999955	22	0	0.64109	0.032412	0.088201	0.916139	2	3	0.64109
mKatescrm	10	0.25957	0.40133	0.999955	5	1	0.10294	0.085676	0.18131	0.916139	3	3	0.10294
KRT20scrm	10	0.29715	0.43695	0.999955	7	2	0.009296	0.10439	0.21345	0.916139	4	2	0.009296
GFPscrm	10	0.97405	0.97333	0.999955	23	0	0.27637	0.1259	0.2456	0.916139	5	2	0.27637
GFP	10	0.34836	0.48719	0.999955	10	2	0.50376	0.15282	0.27371	0.916139	6	1	0.50376
mKate	10	0.30826	0.44786	0.999955	9	1	0.32547	0.20781	0.32981	0.916139	7	2	0.32547
MYCscrm	1	0.72039	0.72139	0.999955	16	0	0.53374	0.27961	0.28007	0.916139	8	0	0.53374
hSATB2	3	0.88226	0.88324	0.999955	19	0	0.45443	0.32249	0.32104	0.916139	9	1	0.45443
TCF20	2	0.81431	0.81168	0.999955	18	0	0.49549	0.37153	0.3701	0.92525	10	0	0.49549
hSMARCB1	2	0.69822	0.69662	0.999955	15	0	0.28971	0.55409	0.55207	0.999335	11	0	0.28971
POLRD2scrm	5	0.56819	0.56918	0.999955	13	0	0.37461	0.60076	0.60196	0.999335	12	0	0.37461
hSMARCA4	3	0.69335	0.69427	0.999955	14	0	0.090045	0.63629	0.63562	0.999335	13	0	0.090045
LGR5	10	0.99137	0.99131	0.999955	24	0	0.32574	0.65889	0.66919	0.999335	14	1	0.32574
SOX9scrm	9	0.72852	0.73058	0.999955	17	1	0.14557	0.72852	0.72916	0.999335	15	0	0.14557
hSATB1	3	0.90022	0.90029	0.999955	21	0	0.27775	0.75969	0.76042	0.999335	16	0	0.27775
hSMARCD1	4	0.56419	0.5637	0.999955	12	0	0.34677	0.7766	0.7772	0.999335	17	0	0.34677
CCR5	9	0.88526	0.88424	0.999955	20	0	0.054485	0.84568	0.84443	0.999335	18	0	0.054485
Prom1	10	0.42389	0.56092	0.999955	11	2	-0.067514	0.89351	0.89329	0.999335	19	0	-0.067514
hSMARCC2	3	0.30715	0.30837	0.999955	8	1	-0.046947	0.90022	0.90029	0.999335	20	0	-0.046947
hSMARCC1	3	0.25975	0.2652	0.999955	6	1	-0.065964	0.91626	0.91622	0.999335	21	0	-0.065964
MYC	5	0.01634	0.040685	0.339039	3	2	0.05109	0.91654	0.91677	0.999335	22	0	0.05109
POLRD2	5	0.057177	0.107	0.668759	4	2	-0.10481	0.96086	0.96101	0.999335	23	0	-0.10481
TCF4	2	0.0047719	0.0097001	0.121252	2	2	-1.2664	0.99523	0.99492	0.999335	24	0	-1.2664
SOX9	9	0.00024091	0.0011544	0.028861	1	5	-0.8082	0.99933	0.99934	0.999335	25	0	-0.8082
