sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	495.92	5227.9	495.92	5227.9	3.3954	1.1196e+07	16569	36.761	1	3.8307e-296	7.6614e-296	5.8227e-294	True
EGFP_g5	EGFP	1180	5104.6	1180	5104.6	2.1121	7.7014e+06	48525	17.816	1	2.6455e-71	5.291e-71	2.0106e-69	True
EGFP_g2	EGFP	1437.7	5268	1437.7	5268	1.8728	7.3358e+06	61997	15.383	1	1.0561e-53	2.1122e-53	5.3509e-52	True
EGFP_g4	EGFP	730.07	3188.8	730.07	3188.8	2.1254	3.0226e+06	26757	15.031	1	2.2974e-51	4.5947e-51	8.73e-50	True
SOX9_g6	SOX9	1982.7	3844.4	1982.7	3844.4	0.95496	1.733e+06	92378	6.1253	1	4.5262e-10	9.0524e-10	1.376e-08	True
SOX9_g4	SOX9	626.8	1493.1	626.8	1493.1	1.2509	3.7526e+05	22148	5.8212	1	2.9219e-09	5.8438e-09	7.4022e-08	True
SOX9_g2	SOX9	1041.9	2162.4	1041.9	2162.4	1.0526	6.277e+05	41587	5.4943	1	1.9612e-08	3.9225e-08	4.2587e-07	True
SOX9_g5	SOX9	1410	2687.8	1410	2687.8	0.93021	8.1635e+05	60523	5.1939	1	1.0297e-07	2.0593e-07	1.9564e-06	True
SOX9_g1	SOX9	1266.9	2197.6	1266.9	2197.6	0.79416	4.3312e+05	52997	4.0429	0.99997	2.6396e-05	5.2792e-05	0.0004458	True
EGFP_g3	EGFP	1164.6	2000	1164.6	2000	0.77957	3.4888e+05	47744	3.8229	0.99993	6.5941e-05	0.00013188	0.0010023	True
LRIG1_g1	LRIG1	4668.8	2814	4668.8	2814	-0.7302	1.7201e+06	2.6751e+05	3.586	0.00016789	0.99983	0.00033577	0.0023199	False
CTRL0010_g10	CTRL	5163.7	3283.7	5163.7	3283.7	-0.65292	1.7672e+06	3.0317e+05	3.4144	0.00031966	0.99968	0.00063932	0.004049	False
AAVS1_g8	AAVS1	4215.8	2603.7	4215.8	2603.7	-0.69505	1.2995e+06	2.3567e+05	3.3209	0.00044867	0.99955	0.00089734	0.005246	False
EGFP_g6	EGFP	2300.7	3396.2	2300.7	3396.2	0.56168	6.0014e+05	1.1111e+05	3.2867	0.99949	0.00050677	0.0010135	0.005502	True
SOX9_g3	SOX9	1147.3	1736.8	1147.3	1736.8	0.59778	1.7376e+05	46862	2.7232	0.99677	0.0032329	0.0064659	0.032761	True
AAVS1_g10	AAVS1	838.46	1314.1	838.46	1314.1	0.6476	1.131e+05	31766	2.6685	0.99619	0.0038094	0.0076189	0.03619	True
ROSA26_g8	ROSA26	2651.4	1715.2	2651.4	1715.2	-0.62804	4.3818e+05	1.3251e+05	2.5717	0.0050596	0.99494	0.010119	0.045239	False
ROSA26_g6	ROSA26	2562.4	3441.2	2562.4	3441.2	0.42528	3.8616e+05	1.2701e+05	2.4659	0.99317	0.006833	0.013666	0.057701	True
LRIG1_g4	LRIG1	4673.9	3412.9	4673.9	3412.9	-0.45354	7.9512e+05	2.6788e+05	2.4365	0.0074155	0.99258	0.014831	0.059324	False
CTRL0002_g2	CTRL	2226	1446.2	2226	1446.2	-0.62189	3.0408e+05	1.0665e+05	2.388	0.0084711	0.99153	0.016942	0.06438	False
CCR5_g5	CCR5	2666.7	1870.8	2666.7	1870.8	-0.51117	3.1673e+05	1.3346e+05	2.1787	0.014678	0.98532	0.029357	0.10624	False
CTRL0001_g1	CTRL	2296.6	1591	2296.6	1591	-0.52929	2.4893e+05	1.1086e+05	2.1191	0.017039	0.98296	0.034078	0.11773	False
AAVS1_g5	AAVS1	2615.6	1883.5	2615.6	1883.5	-0.47348	2.6796e+05	1.3029e+05	2.0281	0.021274	0.97873	0.042548	0.13939	False
