id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	10	0	1.9925	6.9543e-06	2.4995e-05	0.000175	1	6	1.9925
SOX9	6	0.99999	1.0	0.999995	9	0	0.94258	1.2003e-05	3.4993e-05	0.000175	2	6	0.94258
mKate2	6	0.078023	0.2303	0.575747	4	4	-0.30502	0.35434	0.49561	0.97604	3	2	-0.30502
AAVS1	10	0.28429	0.60598	0.999995	6	4	-0.067512	0.41452	0.62616	0.97604	4	3	-0.067512
KRT20	6	0.48567	0.72016	0.999995	7	3	-0.16283	0.83119	0.8296	0.97604	5	0	-0.16283
PROM1	6	0.83119	0.91691	0.999995	8	2	-0.10224	0.84834	0.84736	0.97604	6	0	-0.10224
ROSA26	10	0.21868	0.5245	0.999995	5	4	-0.092293	0.85853	0.88944	0.97604	7	1	-0.092293
CCR5	10	0.042122	0.17333	0.575747	3	8	-0.23656	0.93855	0.93902	0.97604	8	1	-0.23656
LRIG1	6	0.0066417	0.030449	0.304489	1	5	-0.40795	0.96942	0.96923	0.97604	9	0	-0.40795
CTRL	10	0.035097	0.14991	0.575747	2	8	-0.25617	0.97526	0.97604	0.97604	10	0	-0.25617
