id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99582	0.99563	0.999095	9	0	0.44636	0.03883	0.038527	0.385273	1	1	0.44636
SOX9	6	0.99913	0.9991	0.999095	10	0	0.24328	0.30665	0.30693	0.964692	2	0	0.24328
mKate2	6	0.9771	0.97835	0.999095	8	1	0.057974	0.5512	0.55044	0.964692	3	0	0.057974
LRIG1	6	0.37696	0.63949	0.999095	7	3	-0.02369	0.62634	0.62596	0.964692	4	0	-0.02369
PROM1	6	0.20185	0.43626	0.872515	5	3	-0.00030131	0.69069	0.68962	0.964692	5	0	-0.00030131
AAVS1	10	0.37591	0.70688	0.999095	6	4	-0.026401	0.77391	0.77465	0.964692	6	0	-0.026401
ROSA26	10	0.018181	0.090347	0.680526	1	8	-0.12345	0.83419	0.83493	0.964692	7	0	-0.12345
KRT20	6	0.063167	0.19458	0.680526	2	5	-0.12591	0.93246	0.93258	0.964692	8	0	-0.12591
CCR5	10	0.078271	0.27072	0.680526	3	7	-0.060696	0.95687	0.95742	0.964692	9	0	-0.060696
CTRL	10	0.078832	0.27221	0.680526	4	7	-0.097287	0.96404	0.96469	0.964692	10	0	-0.097287
