id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	1.8471	3.8147e-06	1.4997e-05	0.00015	1	6	1.8471
SOX9	6	0.99999	1.0	0.999995	9	0	1.0003	1.2003e-05	3.4993e-05	0.000175	2	6	1.0003
KRT20	6	0.99971	0.99976	0.999995	8	0	0.14708	0.65978	0.6587	0.996436	3	1	0.14708
EGFP	6	0.99913	0.9991	0.999995	7	0	0.032306	0.74552	0.743	0.996436	4	0	0.032306
LRIG1	6	0.14646	0.33941	0.678814	5	4	-0.33905	0.9404	0.94007	0.996436	5	0	-0.33905
PROM1	6	0.063167	0.19315	0.675448	3	5	-0.29259	0.95395	0.95404	0.996436	6	0	-0.29259
CTRL	10	0.055746	0.20263	0.675448	2	7	-0.32131	0.97959	0.98018	0.996436	7	0	-0.32131
ROSA26	10	0.001981	0.013042	0.130424	1	8	-0.3386	0.98322	0.98378	0.996436	8	0	-0.3386
AAVS1	10	0.65333	0.86949	0.999995	6	4	-0.33873	0.9888	0.98939	0.996436	9	0	-0.33873
CCR5	10	0.086048	0.28122	0.678814	4	6	-0.34142	0.99623	0.99644	0.996436	10	0	-0.34142
