id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99997	1.0	0.999995	10	0	0.44675	0.03883	0.038527	0.385273	1	1	0.44675
SOX9	6	0.98773	0.98771	0.999995	9	0	0.2407	0.18183	0.18276	0.913792	2	0	0.2407
CCR5	10	0.14358	0.40847	0.680789	6	6	-0.21988	0.37591	0.3758	0.992417	3	0	-0.21988
AAVS1	10	0.12793	0.37756	0.680789	5	5	-0.075928	0.45684	0.45701	0.992417	4	0	-0.075928
mKate2	6	0.81245	0.90733	0.999995	8	1	0.064832	0.65978	0.65838	0.992417	5	0	0.064832
CTRL	10	0.063876	0.23596	0.589895	4	4	0.045146	0.8796	0.88022	0.992417	6	0	0.045146
KRT20	6	0.72582	0.86917	0.999995	7	2	-0.037546	0.93246	0.93258	0.992417	7	0	-0.037546
ROSA26	10	0.0099822	0.056014	0.186713	3	8	-0.34221	0.96404	0.96469	0.992417	8	0	-0.34221
LRIG1	6	0.0082862	0.037428	0.186713	2	6	-0.43862	0.98773	0.98771	0.992417	9	0	-0.43862
PROM1	6	0.0073348	0.033478	0.186713	1	6	-0.1855	0.99267	0.99242	0.992417	10	0	-0.1855
