id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.7518	0.03883	0.038527	0.385273	1	1	2.7518
SOX9	6	0.99999	1.0	0.999995	9	0	1.5503	0.36283	0.36269	0.999995	2	0	1.5503
AAVS1	10	0.88982	0.97073	0.999995	8	3	-0.037958	0.83419	0.83493	0.999995	3	0	-0.037958
CCR5	10	0.87324	0.96628	0.999995	7	3	-0.078489	0.85853	0.8583	0.999995	4	0	-0.078489
ROSA26	10	0.093388	0.30555	0.611108	4	7	-0.1559	0.9135	0.9138	0.999995	5	0	-0.1559
CTRL	10	0.67456	0.89485	0.999995	6	3	-0.063729	0.92698	0.92732	0.999995	6	0	-0.063729
LRIG1	6	0.10333	0.2867	0.611108	5	5	-0.18131	0.96942	0.96923	0.999995	7	0	-0.18131
PROM1	6	0.048041	0.15726	0.524212	3	5	-0.11017	0.9831	0.98323	0.999995	8	0	-0.11017
EGFP	6	4.1512e-06	1.4997e-05	0.000125	1	6	-4.645	0.99999	1.0	0.999995	9	0	-4.645
KRT20	6	6.9543e-06	2.4995e-05	0.000125	2	6	-2.9877	0.99999	1.0	0.999995	10	0	-2.9877
