id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.4664	0.03883	0.038527	0.385273	1	1	2.4664
SOX9	6	0.99999	1.0	0.999995	9	0	1.2072	0.41517	0.41486	0.999995	2	0	1.2072
LRIG1	6	0.32395	0.59226	0.999995	5	3	-0.013965	0.792	0.79028	0.999995	3	0	-0.013965
PROM1	6	0.98029	0.98095	0.999995	8	1	-0.0031563	0.83119	0.8296	0.999995	4	0	-0.0031563
ROSA26	10	0.81712	0.95117	0.999995	7	4	-0.091224	0.83419	0.83493	0.999995	5	0	-0.091224
CCR5	10	0.47163	0.77557	0.999995	6	5	-0.0078273	0.8796	0.88022	0.999995	6	0	-0.0078273
AAVS1	10	0.078271	0.27072	0.902403	3	7	-0.11076	0.89781	0.8985	0.999995	7	0	-0.11076
CTRL	10	0.29911	0.62272	0.999995	4	6	-0.089811	0.97526	0.97604	0.999995	8	0	-0.089811
KRT20	6	0.00014906	0.00069486	0.003474	2	6	-0.99317	0.99985	0.99988	0.999995	9	0	-0.99317
mKate2	6	4.8231e-05	0.00021496	0.00215	1	6	-1.231	0.99995	1.0	0.999995	10	0	-1.231
