id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99125	0.99097	0.998565	9	0	0.14934	0.03883	0.052974	0.529744	1	1	0.14934
KRT20	6	0.9597	0.95967	0.998565	8	0	0.13429	0.11273	0.11779	0.588957	2	1	0.13429
mKate2	6	0.99857	0.99857	0.998565	10	0	0.19188	0.18183	0.18332	0.611061	3	1	0.19188
PROM1	6	0.71922	0.71755	0.998565	5	0	-0.067603	0.792	0.79028	0.999995	4	0	-0.067603
CTRL	10	0.92698	0.92732	0.998565	7	0	0.023075	0.80615	0.80665	0.999995	5	0	0.023075
ROSA26	10	0.5282	0.56803	0.998565	3	1	-0.032533	0.8796	0.88022	0.999995	6	0	-0.032533
CCR5	10	0.30997	0.43552	0.998565	2	2	-0.0024908	0.89781	0.8985	0.999995	7	0	-0.0024908
AAVS1	10	0.64619	0.65305	0.998565	4	1	-0.11551	0.96404	0.96469	0.999995	8	0	-0.11551
LRIG1	6	0.81245	0.8112	0.998565	6	0	-0.059082	0.9771	0.9771	0.999995	9	0	-0.059082
SOX9	6	2.55e-05	6.4987e-05	0.00065	1	5	-0.53313	1.0	1.0	0.999995	10	0	-0.53313
