id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	4.446	4.1512e-06	1.4997e-05	0.000125	1	6	4.446
KRT20	6	0.99999	1.0	0.999995	10	0	2.9495	6.9543e-06	2.4995e-05	0.000125	2	6	2.9495
PROM1	6	0.9597	0.95967	0.999995	7	0	-0.16231	0.71922	0.71755	0.999995	3	0	-0.16231
LRIG1	6	0.97349	0.97348	0.999995	8	0	-0.18273	0.83119	0.8296	0.999995	4	0	-0.18273
CTRL	10	0.9135	0.9138	0.999995	5	0	-0.20414	0.83419	0.83493	0.999995	5	0	-0.20414
AAVS1	10	0.59101	0.5911	0.999995	3	0	-0.31087	0.89781	0.8985	0.999995	6	0	-0.31087
CCR5	10	0.77391	0.77465	0.999995	4	0	-0.27972	0.92698	0.92732	0.999995	7	0	-0.27972
ROSA26	10	0.94844	0.94928	0.999995	6	0	-0.25522	0.96404	0.96469	0.999995	8	0	-0.25522
mKate2	6	0.50916	0.50848	0.999995	2	0	-0.32797	0.99933	0.99932	0.999995	9	0	-0.32797
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-0.8476	1.0	1.0	0.999995	10	0	-0.8476
