id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99999	1.0	0.999995	9	0	1.6381	0.03883	0.038527	0.385273	1	1	1.6381
KRT20	6	0.99999	1.0	0.999995	10	0	1.4215	0.36283	0.36269	0.999995	2	0	1.4215
LRIG1	6	0.51222	0.73943	0.999995	6	2	-0.21729	0.71922	0.71755	0.999995	3	0	-0.21729
AAVS1	10	0.41081	0.73245	0.999995	5	5	-0.32727	0.83419	0.83493	0.999995	4	0	-0.32727
PROM1	6	0.64383	0.83433	0.999995	8	3	-0.14157	0.84834	0.84736	0.999995	5	0	-0.14157
CTRL	10	0.64141	0.8811	0.999995	7	3	-0.17591	0.85853	0.8583	0.999995	6	0	-0.17591
ROSA26	10	0.057171	0.21955	0.731837	3	6	-0.26402	0.93855	0.93887	0.999995	7	0	-0.26402
CCR5	10	0.14141	0.40422	0.999995	4	7	-0.31493	0.94844	0.94928	0.999995	8	0	-0.31493
EGFP	6	0.0022445	0.011113	0.055564	2	6	-0.37301	0.99776	0.99756	0.999995	9	0	-0.37301
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-1.0226	1.0	1.0	0.999995	10	0	-1.0226
