id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.516	4.1512e-06	4.999e-06	5e-05	1	5	2.516
SOX9	6	0.99999	1.0	0.999995	9	0	0.60255	0.41517	0.41486	0.994706	2	0	0.60255
KRT20	6	0.99776	0.99756	0.999995	8	0	-0.024408	0.65978	0.65838	0.994706	3	0	-0.024408
EGFP	6	0.98773	0.98771	0.999995	7	0	-0.089797	0.74552	0.743	0.994706	4	0	-0.089797
AAVS1	10	0.074632	0.26234	0.524685	5	6	-0.36089	0.93855	0.93887	0.994706	5	0	-0.36089
CCR5	10	0.042122	0.17333	0.433326	4	8	-0.34754	0.97959	0.98018	0.994706	6	0	-0.34754
ROSA26	10	0.015777	0.080579	0.268596	3	7	-0.35739	0.98322	0.98378	0.994706	7	0	-0.35739
CTRL	10	0.30573	0.63006	0.999995	6	5	-0.31784	0.99265	0.99297	0.994706	8	0	-0.31784
LRIG1	6	0.0073348	0.033478	0.167392	2	6	-0.41862	0.99267	0.99242	0.994706	9	0	-0.41862
PROM1	6	0.0050697	0.02401	0.167392	1	6	-0.35301	0.99493	0.99471	0.994706	10	0	-0.35301
