sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g2	EGFP	318.16	10418	318.16	10418	5.0288	5.1003e+07	1.9487e+05	22.879	1	4.9432e-116	9.8863e-116	7.5136e-114	True
EGFP_g1	EGFP	281.98	8322.8	281.98	8322.8	4.8785	3.2328e+07	1.5103e+05	20.691	1	2.7378e-95	5.4756e-95	2.0807e-93	True
EGFP_g3	EGFP	259.52	6272.8	259.52	6272.8	4.5899	1.808e+07	1.2675e+05	16.89	1	3.4638e-64	6.9277e-64	1.755e-62	True
EGFP_g5	EGFP	371.81	9085.4	371.81	9085.4	4.6072	3.7964e+07	2.7081e+05	16.744	1	4.0931e-63	8.1863e-63	1.5554e-61	True
EGFP_g4	EGFP	331.88	5178.9	331.88	5178.9	3.9598	1.1747e+07	2.1305e+05	10.501	1	5.5901e-26	1.118e-25	1.6994e-24	True
KRT20_g2	KRT20	1053	9659.5	1053	9659.5	3.1962	3.7035e+07	2.4422e+06	5.5073	1	2.4304e-08	4.8608e-08	6.1571e-07	True
KRT20_g5	KRT20	1311.3	11259	1311.3	11259	3.101	4.9478e+07	3.882e+06	5.0488	1	2.9745e-07	5.9491e-07	6.459e-06	True
KRT20_g3	KRT20	877.12	7124.7	877.12	7124.7	3.0205	1.9516e+07	1.6597e+06	4.8494	1	8.2334e-07	1.6467e-06	1.5644e-05	True
KRT20_g4	KRT20	502.82	3421.7	502.82	3421.7	2.7642	4.2601e+06	5.1232e+05	4.0781	0.99997	2.9924e-05	5.9848e-05	0.00050538	True
KRT20_g1	KRT20	1106.7	6683.3	1106.7	6683.3	2.5932	1.5549e+07	2.7125e+06	3.386	0.99953	0.00047338	0.00094675	0.0071953	True
KRT20_g6	KRT20	1031.8	5230.7	1031.8	5230.7	2.3407	8.815e+06	2.3394e+06	2.7452	0.99597	0.0040313	0.0080626	0.055705	True
EGFP_g6	EGFP	2366.8	9520.1	2366.8	9520.1	2.0076	2.5585e+07	1.3521e+07	1.9454	0.96505	0.034945	0.069891	0.44264	True
SOX9_g6	SOX9	14176	9095.4	14176	9095.4	-0.64019	1.2907e+07	5.9408e+08	0.87634	0.19042	0.80958	0.38085	0.61151	False
SOX9_g1	SOX9	10906	6959.5	10906	6959.5	-0.648	7.7875e+06	3.4131e+08	0.87455	0.19091	0.80909	0.38182	0.61151	False
mKate2_g3	mKate2	14116	9259	14116	9259	-0.60838	1.1797e+07	5.8879e+08	0.85974	0.19497	0.80503	0.38993	0.61151	False
mKate2_g2	mKate2	15772	10382	15772	10382	-0.60322	1.4525e+07	7.443e+08	0.85957	0.19501	0.80499	0.39003	0.61151	False
