sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g3	EGFP	455.04	1173.8	455.04	1173.8	1.3652	2.5833e+05	69721	2.7222	0.99661	0.0033859	0.0067718	0.26624	True
EGFP_g2	EGFP	827.34	2058.2	827.34	2058.2	1.3138	7.5754e+05	2.0658e+05	2.7082	0.9965	0.0035031	0.0070063	0.26624	True
EGFP_g5	EGFP	728.7	1754.6	728.7	1754.6	1.2666	5.2624e+05	1.6401e+05	2.5332	0.99414	0.0058618	0.011724	0.297	True
EGFP_g1	EGFP	647.02	1463.3	647.02	1463.3	1.1761	3.3313e+05	1.3214e+05	2.2454	0.98715	0.012853	0.025706	0.48841	True
KRT20_g2	KRT20	955.68	1970.3	955.68	1970.3	1.043	5.1468e+05	2.685e+05	1.958	0.97404	0.025961	0.051921	0.7892	True
KRT20_g5	KRT20	1085.1	2139.6	1085.1	2139.6	0.97886	5.5597e+05	3.3824e+05	1.8131	0.96398	0.036025	0.072049	0.86089	True
KRT20_g6	KRT20	553.68	1113.3	553.68	1113.3	1.0064	1.5658e+05	99569	1.7735	0.96035	0.039646	0.079293	0.86089	True
KRT20_g4	KRT20	357.45	677.25	357.45	677.25	0.92003	51134	44987	1.5077	0.93102	0.068981	0.13796	0.91238	True
EGFP_g4	EGFP	593.99	1061.3	593.99	1061.3	0.83622	1.0918e+05	1.1313e+05	1.3893	0.91432	0.085684	0.17137	0.91238	True
KRT20_g3	KRT20	912.2	1584.3	912.2	1584.3	0.7958	2.2589e+05	2.467e+05	1.3533	0.909	0.091003	0.18201	0.91238	True
KRT20_g1	KRT20	712.79	1212.6	712.79	1212.6	0.76575	1.2491e+05	1.5756e+05	1.2592	0.89211	0.10789	0.21578	0.91238	True
mKate2_g2	mKate2	2825.7	4160.9	2825.7	4160.9	0.55814	8.9142e+05	1.9294e+06	0.96127	0.82819	0.17181	0.34362	0.91238	True
EGFP_g6	EGFP	1470.1	2119.7	1470.1	2119.7	0.52763	2.1098e+05	5.8762e+05	0.8474	0.79599	0.20401	0.40802	0.91238	True
mKate2_g5	mKate2	2142.6	3045.7	2142.6	3045.7	0.50722	4.0782e+05	1.166e+06	0.83635	0.79365	0.20635	0.4127	0.91238	True
mKate2_g6	mKate2	3965.9	5326.2	3965.9	5326.2	0.42536	9.2521e+05	3.5757e+06	0.71937	0.75972	0.24028	0.48055	0.91238	True
SOX9_g3	SOX9	1685.4	1136	1685.4	1136	-0.56875	1.5094e+05	7.535e+05	0.69463	0.24364	0.75636	0.48729	0.91238	False
mKate2_g1	mKate2	2345.2	3147.9	2345.2	3147.9	0.42452	3.2215e+05	1.3744e+06	0.68468	0.74749	0.25251	0.50502	0.91238	True
