id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	3.6103	0.03883	0.038527	0.385273	1	1	3.6103
SOX9	6	0.99999	1.0	0.999995	9	0	1.4615	0.36283	0.36269	0.964692	2	0	1.4615
KRT20	6	0.74552	0.8768	0.999995	8	2	-0.4359	0.71922	0.71755	0.964692	3	0	-0.4359
mKate2	6	0.65978	0.84411	0.999995	6	2	-0.4759	0.792	0.79028	0.964692	4	0	-0.4759
AAVS1	10	0.73554	0.91819	0.999995	7	3	-0.54014	0.83419	0.83493	0.964692	5	0	-0.54014
LRIG1	6	0.044821	0.14884	0.372088	4	5	-0.70341	0.89134	0.89044	0.964692	6	0	-0.70341
ROSA26	10	0.0074523	0.043216	0.336858	1	7	-0.6028	0.89781	0.8985	0.964692	7	0	-0.6028
CCR5	10	0.32944	0.65699	0.999995	5	6	-0.56473	0.94844	0.94928	0.964692	8	0	-0.56473
PROM1	6	0.038089	0.13086	0.372088	3	5	-0.64624	0.9597	0.95967	0.964692	9	0	-0.64624
CTRL	10	0.012577	0.067372	0.336858	2	8	-0.54514	0.96404	0.96469	0.964692	10	0	-0.54514
