id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99971	0.99976	0.999755	10	0	0.66804	0.00016733	0.00077485	0.007748	1	6	0.66804
CTRL	10	0.97526	0.97604	0.999755	9	0	0.34524	0.0002669	0.0021746	0.010873	2	9	0.34524
CCR5	10	0.96404	0.96486	0.999755	8	1	0.17912	0.27002	0.58822	0.999995	3	6	0.17912
ROSA26	10	0.92698	0.94005	0.999755	7	1	0.12588	0.36087	0.69087	0.999995	4	6	0.12588
PROM1	6	0.48161	0.62544	0.999755	5	2	-0.072904	0.46388	0.70405	0.999995	5	2	-0.072904
LRIG1	6	0.90318	0.90309	0.999755	6	0	0.1401	0.48567	0.72016	0.999995	6	3	0.1401
KRT20	6	0.32201	0.49009	0.999755	4	2	0.053603	0.61855	0.81621	0.999995	7	3	0.053603
AAVS1	10	0.27192	0.51259	0.999755	3	4	-0.10855	0.789	0.9401	0.999995	8	3	-0.10855
SOX9	6	1.9796e-05	6.4987e-05	0.000325	2	6	-0.66809	0.99998	1.0	0.999995	9	0	-0.66809
EGFP	6	1.4365e-07	4.999e-06	5e-05	1	6	-2.1422	1.0	1.0	0.999995	10	0	-2.1422
