id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	4.8199	4.1512e-06	1.4997e-05	0.00015	1	5	4.8199
SOX9	6	0.99999	1.0	0.999995	9	0	1.61	0.36283	0.36311	0.991277	2	1	1.61
EGFP	6	0.0023704	0.011713	0.094256	1	5	-0.42903	0.74552	0.743	0.991277	3	0	-0.42903
KRT20	6	0.82479	0.91368	0.999995	8	2	-0.29207	0.81245	0.8112	0.991277	4	0	-0.29207
LRIG1	6	0.028103	0.10254	0.205089	5	2	-0.34969	0.83119	0.8296	0.991277	5	0	-0.34969
CCR5	10	0.60675	0.86411	0.999995	6	5	-0.34429	0.83419	0.83493	0.991277	6	0	-0.34429
ROSA26	10	0.0073694	0.042826	0.142755	3	7	-0.40178	0.85853	0.8583	0.991277	7	0	-0.40178
AAVS1	10	0.73554	0.91819	0.999995	7	3	-0.40276	0.96404	0.96469	0.991277	8	0	-0.40276
PROM1	6	0.025995	0.096656	0.205089	4	5	-0.36446	0.9771	0.9771	0.991277	9	0	-0.36446
CTRL	10	0.0029417	0.018851	0.094256	2	9	-0.41932	0.99091	0.99128	0.991277	10	0	-0.41932
