id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.5461	0.03883	0.038527	0.385273	1	1	1.5461
SOX9	6	0.9597	0.96818	0.999995	8	1	0.63643	0.36283	0.36269	0.990967	2	0	0.63643
mKate2	6	0.99985	0.99988	0.999995	9	0	0.23043	0.59021	0.58945	0.990967	3	0	0.23043
KRT20	6	0.078023	0.2303	0.575747	4	4	-0.49083	0.84834	0.84736	0.990967	4	0	-0.49083
CTRL	10	0.5078	0.80035	0.999995	6	4	-0.15069	0.89781	0.8985	0.990967	5	0	-0.15069
ROSA26	10	0.0077176	0.044656	0.22328	2	9	-0.49055	0.93855	0.93887	0.990967	6	0	-0.49055
CCR5	10	0.69458	0.90218	0.999995	7	3	-0.3594	0.94844	0.94928	0.990967	7	0	-0.3594
LRIG1	6	0.055226	0.17587	0.575747	3	5	-0.4558	0.95395	0.95404	0.990967	8	0	-0.4558
AAVS1	10	0.115	0.35119	0.70239	5	6	-0.62975	0.98626	0.98676	0.990967	9	0	-0.62975
PROM1	6	0.0060799	0.028029	0.22328	1	6	-0.71394	0.99125	0.99097	0.990967	10	0	-0.71394
