id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.821	1.4365e-07	4.999e-06	5e-05	1	6	2.821
SOX9	6	0.99999	1.0	0.999995	9	0	0.99133	1.2003e-05	3.4993e-05	0.000175	2	6	0.99133
LRIG1	6	0.71922	0.86654	0.999995	6	2	-0.17832	0.65978	0.65838	0.994706	3	0	-0.17832
PROM1	6	0.88433	0.9455	0.999995	8	2	-0.18514	0.74552	0.743	0.994706	4	0	-0.18514
ROSA26	10	0.035097	0.14991	0.749525	2	8	-0.24686	0.85853	0.8583	0.994706	5	0	-0.24686
KRT20	6	0.16324	0.38065	0.911128	4	4	-0.26025	0.87831	0.8776	0.994706	6	0	-0.26025
CCR5	10	0.73554	0.91819	0.999995	7	3	-0.23289	0.9135	0.9138	0.994706	7	0	-0.23289
CTRL	10	0.10665	0.33401	0.911128	3	7	-0.26838	0.92698	0.92732	0.994706	8	0	-0.26838
AAVS1	10	0.16845	0.45556	0.911128	5	6	-0.26348	0.97526	0.97604	0.994706	9	0	-0.26348
mKate2	6	0.00066057	0.0033143	0.033143	1	6	-0.35912	0.99493	0.99471	0.994706	10	0	-0.35912
