id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.2895	1.1191e-05	2.4995e-05	0.00025	1	5	1.2895
KRT20	6	0.99999	1.0	0.999995	9	0	1.0257	0.11273	0.15322	0.766122	2	1	1.0257
mKate2	6	0.99985	0.99988	0.999995	8	0	0.44107	0.65978	0.65838	0.999655	3	0	0.44107
PROM1	6	0.90318	0.90309	0.999995	6	0	-0.12862	0.86401	0.86292	0.999655	4	0	-0.12862
CTRL	10	0.99091	0.99128	0.999995	7	0	-0.12216	0.93855	0.93887	0.999655	5	0	-0.12216
LRIG1	6	0.71922	0.71755	0.999995	4	0	-0.24405	0.94754	0.94743	0.999655	6	0	-0.24405
ROSA26	10	0.73692	0.73683	0.999995	5	0	-0.1713	0.94844	0.94928	0.999655	7	0	-0.1713
AAVS1	10	0.5282	0.52828	0.999995	2	0	-0.2989	0.97959	0.98018	0.999655	8	0	-0.2989
SOX9	6	6.2594e-05	0.00016497	0.00165	1	4	-0.51305	0.99961	0.99965	0.999655	9	0	-0.51305
CCR5	10	0.64619	0.64662	0.999995	3	0	-0.21814	0.99963	0.99966	0.999655	10	0	-0.21814
