id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	1.8814	1.4365e-07	4.999e-06	5e-05	1	6	1.8814
SOX9	6	0.99995	1.0	0.999995	9	0	0.65857	0.00026724	0.0011048	0.005524	2	5	0.65857
CTRL	10	0.8796	0.96805	0.999995	7	1	-0.064378	0.80615	0.80665	0.997086	3	0	-0.064378
CCR5	10	0.1232	0.368	0.736003	5	7	-0.29168	0.83419	0.83493	0.997086	4	0	-0.29168
PROM1	6	0.041174	0.13937	0.348418	4	5	-0.30926	0.84834	0.84736	0.997086	5	0	-0.30926
EGFP	6	0.9831	0.98329	0.999995	8	1	-0.15971	0.86401	0.86292	0.997086	6	0	-0.15971
ROSA26	10	0.0048413	0.029269	0.097564	3	9	-0.33129	0.9135	0.9138	0.997086	7	0	-0.33129
AAVS1	10	0.30997	0.63521	0.999995	6	4	-0.2677	0.94844	0.94928	0.997086	8	0	-0.2677
LRIG1	6	0.0029678	0.014572	0.07286	2	5	-0.53101	0.9831	0.98323	0.997086	9	0	-0.53101
KRT20	6	0.0027809	0.013652	0.07286	1	6	-0.40653	0.99722	0.99709	0.997086	10	0	-0.40653
