id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LRIG1	6	0.99857	0.99857	0.998565	10	0	0.43274	0.03883	0.038527	0.385273	1	1	0.43274
PROM1	6	0.9404	0.94007	0.998565	7	0	0.2238	0.36283	0.36269	0.999995	2	0	0.2238
CCR5	10	0.83419	0.83493	0.998565	4	0	0.15321	0.37591	0.3758	0.999995	3	0	0.15321
ROSA26	10	0.98322	0.98378	0.998565	9	0	0.2508	0.59101	0.5911	0.999995	4	0	0.2508
CTRL	10	0.94844	0.94928	0.998565	8	0	0.23505	0.64619	0.64662	0.999995	5	0	0.23505
EGFP	6	0.74552	0.743	0.998565	3	0	0.20999	0.71922	0.71755	0.999995	6	0	0.20999
AAVS1	10	0.85853	0.8583	0.998565	5	0	0.16802	0.77391	0.77465	0.999995	7	0	0.16802
KRT20	6	0.89134	0.89044	0.998565	6	0	0.2327	0.89134	0.89044	0.999995	8	0	0.2327
SOX9	6	1.2003e-05	3.4993e-05	0.000175	2	6	-0.87487	0.99999	1.0	0.999995	9	0	-0.87487
mKate2	6	9.236e-07	4.999e-06	5e-05	1	6	-1.587	1.0	1.0	0.999995	10	0	-1.587
