id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99997	1.0	0.999995	9	0	1.3959	1.1191e-05	2.4995e-05	0.00025	1	5	1.3959
KRT20	6	0.99999	1.0	0.999995	10	0	1.0585	0.00016403	0.00062488	0.003124	2	5	1.0585
mKate2	6	0.99985	0.99988	0.999995	8	0	0.36351	0.62634	0.62596	0.994706	3	0	0.36351
LRIG1	6	0.46388	0.46355	0.999995	4	0	-0.35696	0.83119	0.8296	0.994706	4	0	-0.35696
ROSA26	10	0.18073	0.24365	0.812154	2	1	-0.23974	0.93855	0.93887	0.994706	5	0	-0.23974
CCR5	10	0.5282	0.52828	0.999995	5	0	-0.27799	0.95687	0.95742	0.994706	6	0	-0.27799
SOX9	6	0.18183	0.19556	0.812154	3	1	-0.33062	0.9597	0.95967	0.994706	7	0	-0.33062
CTRL	10	0.73692	0.73683	0.999995	7	0	-0.28383	0.96404	0.96469	0.994706	8	0	-0.28383
AAVS1	10	0.018181	0.045476	0.454759	1	3	-0.35162	0.9888	0.98939	0.994706	9	0	-0.35162
PROM1	6	0.69069	0.68962	0.999995	6	0	-0.31842	0.99493	0.99471	0.994706	10	0	-0.31842
