id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.8348	0.03883	0.038527	0.385273	1	1	1.8348
KRT20	6	0.99999	1.0	0.999995	9	0	1.3292	0.36283	0.36269	0.999995	2	0	1.3292
LRIG1	6	0.98557	0.98583	0.999995	7	0	0.077532	0.74552	0.743	0.999995	3	0	0.077532
ROSA26	10	0.32944	0.65699	0.999995	5	6	-0.024839	0.83419	0.83493	0.999995	4	0	-0.024839
PROM1	6	0.59273	0.7978	0.999995	6	3	-0.02545	0.87831	0.8776	0.999995	5	0	-0.02545
AAVS1	10	0.1225	0.36668	0.916704	4	6	-0.037109	0.8796	0.88022	0.999995	6	0	-0.037109
CTRL	10	0.98805	0.99627	0.999995	8	2	0.042385	0.9135	0.9138	0.999995	7	0	0.042385
CCR5	10	0.0037897	0.02365	0.078834	3	9	-0.13284	0.99764	0.99771	0.999995	8	0	-0.13284
SOX9	6	0.0022445	0.011113	0.055564	2	6	-0.78539	0.99776	0.99756	0.999995	9	0	-0.78539
mKate2	6	6.9543e-06	2.4995e-05	0.00025	1	6	-1.12	0.99999	1.0	0.999995	10	0	-1.12
