sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SOX9_g3	SOX9	676.02	284.62	676.02	284.62	-1.2451	76598	2.7099e+05	1.0674	0.14289	0.85711	0.28579	0.99172	False
SOX9_g5	SOX9	1046.7	541.45	1046.7	541.45	-0.94974	1.2766e+05	6.2669e+05	0.89313	0.18589	0.81411	0.37179	0.99172	False
SOX9_g2	SOX9	738.72	401.36	738.72	401.36	-0.87849	56905	3.2122e+05	0.84611	0.19875	0.80125	0.39749	0.99172	False
CCR5_g6	CCR5	1170.3	749.35	1170.3	749.35	-0.64249	88606	7.7626e+05	0.68364	0.2471	0.7529	0.4942	0.99172	False
SOX9_g1	SOX9	937.71	620.38	937.71	620.38	-0.59519	50348	5.075e+05	0.64876	0.25825	0.74175	0.5165	0.99172	False
SOX9_g4	SOX9	561.53	400.25	561.53	400.25	-0.48745	13007	1.8988e+05	0.56796	0.28503	0.71497	0.57006	0.99172	False
SOX9_g6	SOX9	1820.9	1318.6	1820.9	1318.6	-0.46535	1.2616e+05	1.8125e+06	0.54704	0.29217	0.70783	0.58435	0.99172	False
ROSA26_g7	ROSA26	1551.9	1177.4	1551.9	1177.4	-0.39818	70144	1.3339e+06	0.49246	0.3112	0.6888	0.62239	0.99172	False
CTRL0006_g6	CTRL	2238.9	1765.5	2238.9	1765.5	-0.34249	1.1202e+05	2.6944e+06	0.44379	0.3286	0.6714	0.6572	0.99172	False
ROSA26_g6	ROSA26	1861.8	1524.3	1861.8	1524.3	-0.28839	56957	1.8914e+06	0.3974	0.34554	0.65446	0.69107	0.99172	False
CCR5_g10	CCR5	1080.4	888.33	1080.4	888.33	-0.28207	18439	6.6586e+05	0.39522	0.34634	0.65366	0.69268	0.99172	False
EGFP_g3	EGFP	777.79	1002.8	777.79	1002.8	0.36623	25324	3.5458e+05	0.37794	0.60991	0.39009	0.78017	0.99172	True
KRT20_g4	KRT20	1407.5	1801.1	1407.5	1801.1	0.35556	77477	1.1059e+06	0.37432	0.61073	0.38927	0.77853	0.99172	True
AAVS1_g6	AAVS1	504.29	423.59	504.29	423.59	-0.25103	3255.9	1.5452e+05	0.37387	0.35425	0.64575	0.7085	0.99172	False
KRT20_g6	KRT20	1991.7	2531.6	1991.7	2531.6	0.34586	1.4571e+05	2.1527e+06	0.36793	0.60944	0.39056	0.78113	0.99172	True
mKate2_g5	mKate2	2131.7	2702.8	2131.7	2702.8	0.34233	1.6309e+05	2.4523e+06	0.36471	0.60838	0.39162	0.78325	0.99172	True
CCR5_g4	CCR5	603.33	511.43	603.33	511.43	-0.23799	4223.2	2.1789e+05	0.36089	0.35909	0.64091	0.71818	0.99172	False
AAVS1_g8	AAVS1	1637.4	1380.9	1637.4	1380.9	-0.24564	32897	1.4783e+06	0.36001	0.35942	0.64058	0.71884	0.99172	False
AAVS1_g7	AAVS1	815.04	704.88	815.04	704.88	-0.20922	6067.9	3.8786e+05	0.33259	0.36972	0.63028	0.73944	0.99172	False
LRIG1_g6	LRIG1	844.12	731.56	844.12	731.56	-0.2062	6334.4	4.1483e+05	0.32955	0.37087	0.62913	0.74174	0.99172	False
AAVS1_g3	AAVS1	962.24	841.63	962.24	841.63	-0.193	7273.4	5.3327e+05	0.31637	0.37586	0.62414	0.75172	0.99172	False
ROSA26_g5	ROSA26	1160.3	1014	1160.3	1014	-0.19435	10711	7.6359e+05	0.31597	0.37601	0.62399	0.75202	0.99172	False
PROM1_g3	PROM1	1213	1060.7	1213	1060.7	-0.19348	11608	8.315e+05	0.31479	0.37646	0.62354	0.75292	0.99172	False
mKate2_g1	mKate2	2309.7	2830.6	2309.7	2830.6	0.29328	1.3567e+05	2.8604e+06	0.30799	0.58528	0.41472	0.82944	0.99172	True
CCR5_g2	CCR5	1377.5	1213	1377.5	1213	-0.18335	13533	1.0611e+06	0.30433	0.38044	0.61956	0.76088	0.99172	False
LRIG1_g2	LRIG1	809.59	721.56	809.59	721.56	-0.16586	3875	3.829e+05	0.29302	0.38475	0.61525	0.76951	0.99172	False
CTRL0005_g5	CTRL	1118.5	995.06	1118.5	995.06	-0.16858	7622	7.1171e+05	0.29247	0.38497	0.61503	0.76993	0.99172	False
CCR5_g9	CCR5	748.71	670.41	748.71	670.41	-0.15914	3065.3	3.296e+05	0.28757	0.38684	0.61316	0.77367	0.99172	False
EGFP_g5	EGFP	1241.2	1505.4	1241.2	1505.4	0.27819	34896	8.6892e+05	0.28341	0.57244	0.42756	0.85511	0.99172	True
EGFP_g2	EGFP	1414.7	1712.2	1414.7	1712.2	0.27511	44232	1.1169e+06	0.28144	0.57216	0.42784	0.85568	0.99172	True
CCR5_g5	CCR5	954.97	862.75	954.97	862.75	-0.14635	4252	5.2557e+05	0.27321	0.39235	0.60765	0.78469	0.99172	False
mKate2_g2	mKate2	2762.2	3302	2762.2	3302	0.25743	1.4569e+05	4.0319e+06	0.26883	0.56962	0.43038	0.86077	0.99172	True
CCR5_g1	CCR5	804.14	732.67	804.14	732.67	-0.1341	2553.6	3.7797e+05	0.26347	0.39609	0.60391	0.79219	0.99172	False
CCR5_g8	CCR5	1167.6	1069.5	1167.6	1069.5	-0.12642	4806.2	7.7279e+05	0.25231	0.4004	0.5996	0.8008	0.99172	False
ROSA26_g2	ROSA26	1485.6	1359.7	1485.6	1359.7	-0.12765	7923.5	1.2267e+06	0.25104	0.40089	0.59911	0.80178	0.99172	False
CTRL0010_g10	CTRL	1836.3	1685.5	1836.3	1685.5	-0.1236	11379	1.8421e+06	0.24504	0.40321	0.59679	0.80643	0.99172	False
PROM1_g6	PROM1	2653.2	2429.3	2653.2	2429.3	-0.12716	25072	3.732e+06	0.24495	0.40325	0.59675	0.8065	0.99172	False
KRT20_g5	KRT20	4818.5	5651.3	4818.5	5651.3	0.22995	3.4677e+05	1.1728e+07	0.24318	0.56108	0.43892	0.87784	0.99172	True
LRIG1_g1	LRIG1	1432	1321.9	1432	1321.9	-0.11531	6058.4	1.1432e+06	0.23954	0.40534	0.59466	0.81069	0.99172	False
mKate2_g6	mKate2	3952.5	4614	3952.5	4614	0.22317	2.1873e+05	8.0189e+06	0.23357	0.55622	0.44378	0.88756	0.99172	True
AAVS1_g1	AAVS1	1463.8	1358.6	1463.8	1358.6	-0.10751	5532.4	1.1924e+06	0.23177	0.40836	0.59164	0.81672	0.99172	False
CTRL0002_g2	CTRL	911.36	851.64	911.36	851.64	-0.097668	1783.3	4.805e+05	0.22744	0.41004	0.58996	0.82008	0.99172	False
AAVS1_g10	AAVS1	561.53	526.99	561.53	526.99	-0.091425	596.59	1.8988e+05	0.22714	0.41016	0.58984	0.82031	0.99172	False
mKate2_g3	mKate2	2714.1	3162	2714.1	3162	0.22028	1.0029e+05	3.8981e+06	0.22684	0.5518	0.4482	0.8964	0.99172	True
LRIG1_g4	LRIG1	1514.7	1415.3	1514.7	1415.3	-0.097828	4937.3	1.2731e+06	0.22198	0.41216	0.58784	0.82433	0.99172	False
AAVS1_g5	AAVS1	994.95	936.13	994.95	936.13	-0.087821	1729.8	5.6858e+05	0.21693	0.41413	0.58587	0.82827	0.99172	False
ROSA26_g9	ROSA26	387.08	368.01	387.08	368.01	-0.072703	181.87	93083	0.21399	0.41528	0.58472	0.83055	0.99172	False
KRT20_g3	KRT20	3210.2	3702.3	3210.2	3702.3	0.2057	1.2108e+05	5.3796e+06	0.21216	0.54627	0.45373	0.90745	0.99172	True
CTRL0007_g7	CTRL	1166.7	1105.1	1166.7	1105.1	-0.078132	1894.6	7.7164e+05	0.20564	0.41853	0.58147	0.83707	0.99172	False
AAVS1_g2	AAVS1	1219.4	1155.2	1219.4	1155.2	-0.077997	2062.5	8.3988e+05	0.205	0.41879	0.58121	0.83757	0.99172	False
KRT20_g2	KRT20	3829	4373.8	3829	4373.8	0.19189	1.4842e+05	7.5447e+06	0.19836	0.54115	0.45885	0.91771	0.99172	True
