sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
mKate2_g2	mKate2	102.51	6210.8	102.51	6210.8	5.9071	1.8656e+07	96011	19.713	1	1.3173e-86	2.6346e-86	2.0023e-84	True
mKate2_g1	mKate2	89.819	4933.8	89.819	4933.8	5.7638	1.1732e+07	69215	18.412	1	8.3158e-76	1.6632e-75	4.9557e-74	True
mKate2_g3	mKate2	99.582	5601	99.582	5601	5.7995	1.5133e+07	89361	18.403	1	9.7809e-76	1.9562e-75	4.9557e-74	True
mKate2_g6	mKate2	263.6	8703.3	263.6	8703.3	5.0398	3.5614e+07	9.9589e+05	8.4571	1	2.2688e-17	4.5376e-17	8.6213e-16	True
mKate2_g5	mKate2	270.43	4640.7	270.43	4640.7	4.096	9.5495e+06	1.0611e+06	4.2426	0.99998	1.8306e-05	3.6611e-05	0.00055649	True
ROSA26_g1	ROSA26	7008.8	5211.5	7008.8	5211.5	-0.4274	1.6152e+06	3.3722e+09	1.5132	0.06512	0.93488	0.13024	0.22637	False
LRIG1_g5	LRIG1	4488	3073.6	4488	3073.6	-0.546	1.0003e+06	1.1176e+09	1.5063	0.065999	0.934	0.132	0.22637	False
PROM1_g6	PROM1	5119.7	3711.1	5119.7	3711.1	-0.46411	9.9208e+05	1.5487e+09	1.4914	0.067925	0.93208	0.13585	0.22637	False
ROSA26_g6	ROSA26	3272.5	2165.6	3272.5	2165.6	-0.59544	6.1269e+05	5.1101e+08	1.4893	0.068199	0.9318	0.1364	0.22637	False
CTRL0003_g3	CTRL	6083.3	4663.2	6083.3	4663.2	-0.38346	1.0083e+06	2.3743e+09	1.4816	0.069226	0.93077	0.13845	0.22637	False
LRIG1_g4	LRIG1	3158.3	2173.8	3158.3	2173.8	-0.53875	4.8467e+05	4.6795e+08	1.4649	0.07148	0.92852	0.14296	0.22637	False
PROM1_g4	PROM1	3707	2649.3	3707	2649.3	-0.48447	5.5934e+05	6.9592e+08	1.4629	0.071752	0.92825	0.1435	0.22637	False
ROSA26_g3	ROSA26	3487.3	2496.6	3487.3	2496.6	-0.48199	4.9076e+05	5.9818e+08	1.4551	0.072816	0.92718	0.14563	0.22637	False
LRIG1_g1	LRIG1	2522.8	1691.1	2522.8	1691.1	-0.57679	3.4586e+05	2.6819e+08	1.4539	0.072988	0.92701	0.14598	0.22637	False
AAVS1_g8	AAVS1	2769.8	1917.6	2769.8	1917.6	-0.53026	3.6312e+05	3.3802e+08	1.4472	0.073925	0.92607	0.14785	0.22637	False
EGFP_g3	EGFP	1675.3	1067.9	1675.3	1067.9	-0.64914	1.8447e+05	9.7272e+07	1.4354	0.075582	0.92442	0.15116	0.22637	False
CTRL0006_g6	CTRL	3413.1	2580.7	3413.1	2580.7	-0.40322	3.4651e+05	5.6714e+08	1.4237	0.077271	0.92273	0.15454	0.22637	False
AAVS1_g1	AAVS1	2676	1927.8	2676	1927.8	-0.47293	2.7992e+05	3.1039e+08	1.4221	0.077497	0.9225	0.15499	0.22637	False
EGFP_g2	EGFP	3309.6	2504.8	3309.6	2504.8	-0.40183	3.2388e+05	5.2548e+08	1.4197	0.077853	0.92215	0.15571	0.22637	False
LRIG1_g2	LRIG1	1550.4	1005.4	1550.4	1005.4	-0.62432	1.4849e+05	8.0274e+07	1.4177	0.078144	0.92186	0.15629	0.22637	False
PROM1_g3	PROM1	2218.1	1562.9	2218.1	1562.9	-0.50482	2.1464e+05	1.9497e+08	1.4129	0.078841	0.92116	0.15768	0.22637	False
CTRL0010_g10	CTRL	3361.4	2598.1	3361.4	2598.1	-0.37149	2.9132e+05	5.4607e+08	1.4101	0.079254	0.92075	0.15851	0.22637	False
ROSA26_g2	ROSA26	2959.2	2228.1	2959.2	2228.1	-0.40922	2.6723e+05	3.9821e+08	1.4097	0.079312	0.92069	0.15862	0.22637	False
PROM1_g2	PROM1	3273.5	2529.4	3273.5	2529.4	-0.37191	2.7685e+05	5.1139e+08	1.4072	0.079677	0.92032	0.15935	0.22637	False
CCR5_g6	CCR5	1650.9	1121.2	1650.9	1121.2	-0.55779	1.4029e+05	9.3798e+07	1.3997	0.0808	0.9192	0.1616	0.22637	False
CTRL0007_g7	CTRL	2324.6	1713.6	2324.6	1713.6	-0.43971	1.8664e+05	2.1898e+08	1.3938	0.081694	0.91831	0.16339	0.22637	False
ROSA26_g8	ROSA26	1896.9	1341.6	1896.9	1341.6	-0.49944	1.5422e+05	1.3233e+08	1.3933	0.081763	0.91824	0.16353	0.22637	False
ROSA26_g5	ROSA26	2023.9	1460.5	2023.9	1460.5	-0.47042	1.5871e+05	1.5536e+08	1.3897	0.082315	0.91768	0.16463	0.22637	False
KRT20_g5	KRT20	3320.4	2658.5	3320.4	2658.5	-0.32061	2.1902e+05	5.2972e+08	1.3896	0.082326	0.91767	0.16465	0.22637	False
CCR5_g7	CCR5	3199.3	2547.9	3199.3	2547.9	-0.32837	2.1221e+05	4.8315e+08	1.3883	0.08253	0.91747	0.16506	0.22637	False
EGFP_g5	EGFP	2958.2	2330.6	2958.2	2330.6	-0.34389	1.9694e+05	3.9789e+08	1.3851	0.083009	0.91699	0.16602	0.22637	False
ROSA26_g7	ROSA26	2234.7	1669.5	2234.7	1669.5	-0.42045	1.5973e+05	1.9861e+08	1.382	0.083484	0.91652	0.16697	0.22637	False
AAVS1_g7	AAVS1	1451.8	994.14	1451.8	994.14	-0.54582	1.0471e+05	6.8213e+07	1.3808	0.083669	0.91633	0.16734	0.22637	False
CCR5_g2	CCR5	2385.1	1817.1	2385.1	1817.1	-0.39221	1.613e+05	2.3338e+08	1.3787	0.083988	0.91601	0.16798	0.22637	False
AAVS1_g2	AAVS1	2367.5	1801.7	2367.5	1801.7	-0.39379	1.6005e+05	2.2914e+08	1.3785	0.084026	0.91597	0.16805	0.22637	False
ROSA26_g4	ROSA26	2491.5	1916.5	2491.5	1916.5	-0.37835	1.653e+05	2.6003e+08	1.3785	0.084029	0.91597	0.16806	0.22637	False
