id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99985	0.99988	0.999965	8	0	1.0294	0.03883	0.038527	0.385273	1	1	1.0294
KRT20	6	0.99993	0.99997	0.999965	10	0	0.86079	0.18183	0.18276	0.913792	2	0	0.86079
mKate2	6	0.9999	0.99994	0.999965	9	0	1.0014	0.30665	0.30693	0.997036	3	0	1.0014
SOX9	6	0.99582	0.99563	0.999965	7	0	0.23973	0.81245	0.8112	0.997036	4	0	0.23973
LRIG1	6	0.010279	0.045226	0.45226	1	5	-0.43071	0.92366	0.92391	0.997036	5	0	-0.43071
AAVS1	10	0.1195	0.36031	0.600522	6	7	-0.39771	0.97012	0.97117	0.997036	6	0	-0.39771
ROSA26	10	0.055746	0.21587	0.573395	3	7	-0.33996	0.97526	0.97604	0.997036	7	0	-0.33996
PROM1	6	0.10333	0.2867	0.573395	5	5	-0.34059	0.9771	0.9771	0.997036	8	0	-0.34059
CCR5	10	0.066906	0.2438	0.573395	4	6	-0.42341	0.97959	0.98018	0.997036	9	0	-0.42341
CTRL	10	0.023844	0.11089	0.554464	2	8	-0.37424	0.99701	0.99704	0.997036	10	0	-0.37424
