sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g5	EGFP	429.63	3575.5	429.63	3575.5	3.0541	4.9484e+06	32881	17.349	1	1.0112e-67	2.0223e-67	1.537e-65	True
EGFP_g2	EGFP	534.22	4176.9	534.22	4176.9	2.9646	6.6346e+06	47670	16.684	1	8.6364e-63	1.7273e-62	6.5637e-61	True
EGFP_g3	EGFP	300.9	2193.6	300.9	2193.6	2.8618	1.7912e+06	17930	14.135	1	1.1692e-45	2.3385e-45	5.9242e-44	True
EGFP_g4	EGFP	242.97	1766.4	242.97	1766.4	2.8568	1.1604e+06	12465	13.645	1	1.0977e-42	2.1953e-42	4.1711e-41	True
EGFP_g1	EGFP	450.54	2928.5	450.54	2928.5	2.6977	3.0701e+06	35656	13.123	1	1.2292e-39	2.4584e-39	3.7368e-38	True
EGFP_g6	EGFP	736.96	3255.6	736.96	3255.6	2.1418	3.1719e+06	82536	8.767	1	9.2199e-19	1.844e-18	2.3357e-17	True
KRT20_g2	KRT20	415.14	1188.9	415.14	1188.9	1.5157	2.9939e+05	31015	4.3939	0.99999	5.6197e-06	1.1239e-05	0.00012203	True
KRT20_g3	KRT20	392.62	1075.8	392.62	1075.8	1.4519	2.3336e+05	28203	4.068	0.99998	2.3942e-05	4.7885e-05	0.00045491	True
KRT20_g5	KRT20	738.57	1725.8	738.57	1725.8	1.2233	4.8726e+05	82843	3.4298	0.9997	0.00030359	0.00060717	0.0051273	True
KRT20_g4	KRT20	222.05	518.67	222.05	518.67	1.2202	43990	10697	2.8679	0.9979	0.0020995	0.0041989	0.031912	True
KRT20_g6	KRT20	339.52	744.27	339.52	744.27	1.13	81913	22021	2.7276	0.99677	0.0032259	0.0064518	0.044576	True
KRT20_g1	KRT20	452.15	819.71	452.15	819.71	0.85688	67550	35873	1.9406	0.97363	0.026375	0.052749	0.33408	True
mKate2_g5	mKate2	1531.9	700.75	1531.9	700.75	-1.1272	3.4537e+05	2.8807e+05	1.5656	0.058721	0.94128	0.11744	0.68658	False
mKate2_g3	mKate2	1966.3	981.48	1966.3	981.48	-1.0017	4.8494e+05	4.4146e+05	1.4931	0.067705	0.9323	0.13541	0.69225	False
mKate2_g2	mKate2	1977.6	990.91	1977.6	990.91	-0.99618	4.8675e+05	4.458e+05	1.4885	0.068314	0.93169	0.13663	0.69225	False
SOX9_g6	SOX9	2671.1	1462.4	2671.1	1462.4	-0.86861	7.3043e+05	7.455e+05	1.4059	0.07987	0.92013	0.15974	0.72458	False
mKate2_g1	mKate2	1654.1	859.61	1654.1	859.61	-0.94352	3.1564e+05	3.2849e+05	1.3981	0.081039	0.91896	0.16208	0.72458	False
mKate2_g4	mKate2	1298.5	792.15	1298.5	792.15	-0.71233	1.2821e+05	2.1719e+05	1.0971	0.13631	0.86369	0.27261	0.93403	False
mKate2_g6	mKate2	2645.3	1729.4	2645.3	1729.4	-0.61291	4.1949e+05	7.3325e+05	1.0735	0.14152	0.85848	0.28304	0.93403	False
AAVS1_g8	AAVS1	2212.5	1465.3	2212.5	1465.3	-0.59412	2.7913e+05	5.4015e+05	1.0213	0.15356	0.84644	0.30712	0.93403	False
SOX9_g3	SOX9	909.13	565.82	909.13	565.82	-0.68319	58932	1.1812e+05	1.0133	0.15547	0.84453	0.31094	0.93403	False
