id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	4.5443	4.1512e-06	1.4997e-05	0.000125	1	6	4.5443
KRT20	6	0.99999	1.0	0.999995	10	0	2.7978	6.9543e-06	2.4995e-05	0.000125	2	6	2.7978
LRIG1	6	0.84834	0.84736	0.999995	4	0	-0.22542	0.65978	0.65838	0.999995	3	0	-0.22542
PROM1	6	0.87831	0.8776	0.999995	6	0	-0.17281	0.74552	0.743	0.999995	4	0	-0.17281
AAVS1	10	0.89781	0.8985	0.999995	7	0	-0.24011	0.85853	0.8583	0.999995	5	0	-0.24011
ROSA26	10	0.83419	0.83493	0.999995	3	0	-0.19213	0.8796	0.88022	0.999995	6	0	-0.19213
CTRL	10	0.94844	0.94928	0.999995	8	0	-0.15961	0.92698	0.92732	0.999995	7	0	-0.15961
CCR5	10	0.85853	0.8583	0.999995	5	0	-0.2825	0.99701	0.99704	0.999995	8	0	-0.2825
SOX9	6	0.24639	0.25909	0.999995	2	1	-0.51698	0.99999	1.0	0.999995	9	0	-0.51698
mKate2	6	1.1191e-05	2.4995e-05	0.00025	1	5	-0.60239	1.0	1.0	0.999995	10	0	-0.60239
