id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	4.4845	4.1512e-06	1.4997e-05	0.000125	1	5	4.4845
KRT20	6	0.99999	1.0	0.999995	10	0	2.6263	6.9543e-06	2.4995e-05	0.000125	2	6	2.6263
LRIG1	6	0.3315	0.60119	0.999995	5	4	0.091487	0.69069	0.68962	0.999995	3	0	0.091487
PROM1	6	0.61855	0.81621	0.999995	7	3	0.11376	0.74552	0.743	0.999995	4	0	0.11376
ROSA26	10	0.67361	0.89451	0.999995	8	3	0.15886	0.83419	0.83493	0.999995	5	0	0.15886
AAVS1	10	0.55326	0.83015	0.999995	6	4	0.13269	0.8796	0.88022	0.999995	6	0	0.13269
CTRL	10	0.24232	0.55474	0.999995	4	6	0.077902	0.93855	0.93887	0.999995	7	0	0.077902
CCR5	10	0.19145	0.48826	0.999995	3	6	0.064772	0.95687	0.95742	0.999995	8	0	0.064772
SOX9	6	1.2003e-05	3.4993e-05	0.000175	2	6	-1.5025	0.99999	1.0	0.999995	9	0	-1.5025
mKate2	6	3.8147e-06	1.4997e-05	0.00015	1	6	-2.4736	1.0	1.0	0.999995	10	0	-2.4736
