sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ROSA26_g1	ROSA26	3572	3171	3572	3171	-0.17172	80379	2.4171e+10	2.1449	0.015979	0.98402	0.031959	0.077697	False
PROM1_g6	PROM1	2521.6	2236.9	2521.6	2236.9	-0.17278	40533	8.7363e+09	2.0816	0.01869	0.98131	0.03738	0.077697	False
SOX9_g1	SOX9	2374.7	2140.6	2374.7	2140.6	-0.14969	27410	7.3308e+09	2.0639	0.019513	0.98049	0.039026	0.077697	False
SOX9_g2	SOX9	1910.7	1603	1910.7	1603	-0.25318	47341	3.8836e+09	2.0531	0.02003	0.97997	0.040061	0.077697	False
AAVS1_g8	AAVS1	1601.8	1241.4	1601.8	1241.4	-0.3674	64925	2.3195e+09	2.0531	0.020031	0.97997	0.040061	0.077697	False
PROM1_g4	PROM1	1802.3	1540.9	1802.3	1540.9	-0.22597	34177	3.2741e+09	2.0344	0.020955	0.97904	0.041911	0.077697	False
ROSA26_g6	ROSA26	1816.3	1602.2	1816.3	1602.2	-0.18089	22930	3.3489e+09	2.0228	0.021546	0.97845	0.043092	0.077697	False
LRIG1_g5	LRIG1	2128.7	2027.6	2128.7	2027.6	-0.070159	5109.8	5.3256e+09	2.0206	0.021662	0.97834	0.043324	0.077697	False
ROSA26_g7	ROSA26	1519	1259	1519	1259	-0.27072	33817	1.9864e+09	2.0153	0.021937	0.97806	0.043873	0.077697	False
CCR5_g7	CCR5	1887.4	1754.5	1887.4	1754.5	-0.1053	8834.8	3.7467e+09	2.0081	0.022317	0.97768	0.044634	0.077697	False
AAVS1_g1	AAVS1	1395.5	1148.6	1395.5	1148.6	-0.28057	30456	1.5501e+09	2.0022	0.022632	0.97737	0.045264	0.077697	False
ROSA26_g3	ROSA26	1482.9	1274.7	1482.9	1274.7	-0.21807	21667	1.8514e+09	1.9954	0.023	0.977	0.046	0.077697	False
CCR5_g6	CCR5	1101.7	829.09	1101.7	829.09	-0.40966	37150	7.7685e+08	1.9954	0.023001	0.977	0.046002	0.077697	False
AAVS1_g3	AAVS1	1041.1	775.69	1041.1	775.69	-0.42402	35209	6.5841e+08	1.9889	0.023355	0.97664	0.046711	0.077697	False
ROSA26_g2	ROSA26	1643.8	1539.1	1643.8	1539.1	-0.094842	5475.6	2.5016e+09	1.9788	0.023921	0.97608	0.047842	0.077697	False
CCR5_g2	CCR5	1557.5	1439.3	1557.5	1439.3	-0.11378	6984	2.137e+09	1.9741	0.024187	0.97581	0.048375	0.077697	False
SOX9_g3	SOX9	1100.5	887.75	1100.5	887.75	-0.30963	22633	7.7445e+08	1.9657	0.024667	0.97533	0.049333	0.077697	False
PROM1_g3	PROM1	1101.7	908.76	1101.7	908.76	-0.27744	18607	7.7685e+08	1.9564	0.025212	0.97479	0.050424	0.077697	False
KRT20_g2	KRT20	1529.5	1524.2	1529.5	1524.2	-0.0049896	13.962	2.0267e+09	1.9382	0.026296	0.9737	0.052593	0.077697	False
CCR5_g8	CCR5	1143.6	1041.8	1143.6	1041.8	-0.13438	5182	8.6654e+08	1.9207	0.027382	0.97262	0.054765	0.077697	False
AAVS1_g2	AAVS1	1285.9	1243.2	1285.9	1243.2	-0.048645	910.25	1.2206e+09	1.9177	0.027576	0.97242	0.055152	0.077697	False
PROM1_g1	PROM1	1147.1	1065.5	1147.1	1065.5	-0.10645	3334.4	8.743e+08	1.9129	0.02788	0.97212	0.055761	0.077697	False
