id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99993	0.99997	0.999995	9	0	0.74495	6.2594e-05	0.00016497	0.00165	1	4	0.74495
EGFP	6	0.99985	0.99988	0.999995	8	0	0.35549	0.30665	0.30693	0.992966	2	0	0.35549
KRT20	6	0.99995	1.0	0.999995	10	0	0.57425	0.41517	0.41486	0.992966	3	0	0.57425
SOX9	6	0.03883	0.062962	0.314812	2	1	-0.04662	0.83119	0.8296	0.992966	4	0	-0.04662
LRIG1	6	0.46388	0.46355	0.999995	4	0	-0.23789	0.89134	0.89044	0.992966	5	0	-0.23789
PROM1	6	0.50916	0.50848	0.999995	5	0	-0.12768	0.92366	0.92391	0.992966	6	0	-0.12768
CTRL	10	0.45684	0.45701	0.999995	3	0	-0.12833	0.93855	0.93887	0.992966	7	0	-0.12833
CCR5	10	0.77391	0.77465	0.999995	7	0	-0.15673	0.96404	0.96469	0.992966	8	0	-0.15673
ROSA26	10	0.73692	0.73683	0.999995	6	0	-0.18849	0.98322	0.98378	0.992966	9	0	-0.18849
AAVS1	10	0.0091807	0.02389	0.238902	1	3	-0.25804	0.99265	0.99297	0.992966	10	0	-0.25804
