id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	4.8575	4.1512e-06	4.999e-06	5e-05	1	5	4.8575
SOX9	6	0.99999	1.0	0.999995	9	0	1.5297	0.36283	0.36269	0.996406	2	0	1.5297
KRT20	6	0.65978	0.84411	0.999995	8	1	-0.28387	0.69069	0.68962	0.996406	3	0	-0.28387
AAVS1	10	0.3054	0.62975	0.999995	6	5	-0.4609	0.83419	0.83493	0.996406	4	0	-0.4609
EGFP	6	0.048041	0.15726	0.577768	3	5	-0.42072	0.89134	0.89044	0.996406	5	0	-0.42072
LRIG1	6	0.21956	0.46039	0.94752	5	4	-0.40773	0.91393	0.91393	0.996406	6	0	-0.40773
CCR5	10	0.64619	0.88299	0.999995	7	4	-0.44825	0.92698	0.92732	0.996406	7	0	-0.44825
CTRL	10	0.18073	0.47376	0.94752	4	5	-0.37655	0.94844	0.94928	0.996406	8	0	-0.37655
ROSA26	10	0.042122	0.17333	0.577768	2	8	-0.43356	0.96404	0.96469	0.996406	9	0	-0.43356
PROM1	6	0.0034202	0.016432	0.164317	1	6	-0.48073	0.99658	0.99641	0.996406	10	0	-0.48073
