sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
KRT20_g4	KRT20	1102.4	580.8	1102.4	580.8	-0.92331	1.3601e+05	3.8601e+07	1.5157	0.064801	0.9352	0.1296	0.47776	False
mKate2_g5	mKate2	1996.4	899.87	1996.4	899.87	-1.1487	6.0115e+05	6.9906e+07	1.4685	0.070983	0.92902	0.14197	0.47776	False
KRT20_g6	KRT20	1831.2	917.51	1831.2	917.51	-0.9962	4.1741e+05	6.4123e+07	1.4308	0.076248	0.92375	0.1525	0.47776	False
mKate2_g1	mKate2	2190.3	1052.8	2190.3	1052.8	-1.0562	6.4699e+05	7.6698e+07	1.4144	0.078619	0.92138	0.15724	0.47776	False
mKate2_g2	mKate2	2651.7	1243.9	2651.7	1243.9	-1.0914	9.9092e+05	9.2855e+07	1.3869	0.082734	0.91727	0.16547	0.47776	False
mKate2_g3	mKate2	2328.2	1223.4	2328.2	1223.4	-0.92782	6.1035e+05	8.1526e+07	1.3522	0.088153	0.91185	0.17631	0.47776	False
KRT20_g1	KRT20	1997.9	1142.5	1997.9	1142.5	-0.80576	3.6585e+05	6.9959e+07	1.339	0.090285	0.90971	0.18057	0.47776	False
KRT20_g3	KRT20	2013	1232.2	2013	1232.2	-0.70771	3.0487e+05	7.049e+07	1.2988	0.097006	0.90299	0.19401	0.47776	False
CTRL0004_g4	CTRL	1012.2	833.7	1012.2	833.7	-0.27958	15930	3.5444e+07	1.2938	0.097872	0.90213	0.19574	0.47776	False
mKate2_g6	mKate2	3393.4	1726.2	3393.4	1726.2	-0.97472	1.3898e+06	1.1883e+08	1.2888	0.098737	0.90126	0.19747	0.47776	False
ROSA26_g9	ROSA26	710.66	698.43	710.66	698.43	-0.025013	74.814	2.4885e+07	1.2816	0.099999	0.9	0.2	0.47776	False
KRT20_g2	KRT20	2692.6	1523.3	2692.6	1523.3	-0.8214	6.8366e+05	9.4287e+07	1.278	0.10062	0.89938	0.20124	0.47776	False
mKate2_g4	mKate2	1738	1204.2	1738	1204.2	-0.52895	1.4246e+05	6.086e+07	1.2619	0.1035	0.8965	0.207	0.47776	False
AAVS1_g10	AAVS1	1144	971.92	1144	971.92	-0.23499	14811	4.006e+07	1.2455	0.10647	0.89353	0.21294	0.47776	False
CCR5_g3	CCR5	1284.2	1089.5	1284.2	1089.5	-0.23693	18943	4.4968e+07	1.2173	0.11174	0.88826	0.22349	0.47776	False
KRT20_g5	KRT20	4008.6	2204.1	4008.6	2204.1	-0.86263	1.6282e+06	1.4037e+08	1.207	0.11372	0.88628	0.22743	0.47776	False
AAVS1_g4	AAVS1	1035.7	983.68	1035.7	983.68	-0.07425	1352.2	3.6266e+07	1.2051	0.11408	0.88592	0.22816	0.47776	False
CCR5_g1	CCR5	1452.4	1216	1452.4	1216	-0.25609	27939	5.0858e+07	1.1943	0.11619	0.88381	0.23237	0.47776	False
LRIG1_g2	LRIG1	1309.2	1221.9	1309.2	1221.9	-0.099492	3811.5	4.5844e+07	1.1551	0.12402	0.87598	0.24804	0.47776	False
AAVS1_g7	AAVS1	1391	1323.3	1391	1323.3	-0.071904	2290.2	4.8709e+07	1.1276	0.12975	0.87025	0.25949	0.47776	False
LRIG1_g3	LRIG1	1302.4	1283.6	1302.4	1283.6	-0.020888	175.5	4.5605e+07	1.123	0.13072	0.86928	0.26144	0.47776	False
