sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SOX9_g5	SOX9	2420.2	982.15	2420.2	982.15	-1.3002	1.034e+06	1.2995e+08	1.5718	0.057995	0.942	0.11599	0.38379	False
SOX9_g2	SOX9	1907.6	794.92	1907.6	794.92	-1.2618	6.1904e+05	7.3442e+07	1.5387	0.061935	0.93807	0.12387	0.38379	False
SOX9_g1	SOX9	2269.3	1094.9	2269.3	1094.9	-1.0507	6.8953e+05	1.1136e+08	1.4775	0.069777	0.93022	0.13955	0.38379	False
SOX9_g6	SOX9	3529	1911.7	3529	1911.7	-0.88404	1.3078e+06	3.2103e+08	1.4549	0.072846	0.92715	0.14569	0.38379	False
SOX9_g4	SOX9	1224.8	614.25	1224.8	614.25	-0.99448	1.8639e+05	2.5385e+07	1.4036	0.080212	0.91979	0.16042	0.38379	False
SOX9_g3	SOX9	1382.2	753.31	1382.2	753.31	-0.87475	1.9773e+05	3.3918e+07	1.3686	0.085559	0.91444	0.17112	0.38379	False
EGFP_g3	EGFP	1203.6	790.54	1203.6	790.54	-0.60588	85329	2.4345e+07	1.25	0.10564	0.89436	0.21128	0.38379	False
ROSA26_g7	ROSA26	2370.5	1740.9	2370.5	1740.9	-0.4451	1.9816e+05	1.2364e+08	1.2492	0.10581	0.89419	0.21161	0.38379	False
CTRL0007_g7	CTRL	1740.1	1229.6	1740.1	1229.6	-0.50066	1.3032e+05	5.8919e+07	1.2421	0.10711	0.89289	0.21421	0.38379	False
EGFP_g6	EGFP	2240.7	1677.4	2240.7	1677.4	-0.4175	1.5865e+05	1.0803e+08	1.2325	0.10888	0.89112	0.21776	0.38379	False
AAVS1_g8	AAVS1	2370.5	1796.8	2370.5	1796.8	-0.39957	1.6457e+05	1.2364e+08	1.2306	0.10923	0.89077	0.21846	0.38379	False
ROSA26_g1	ROSA26	4655.4	3987.7	4655.4	3987.7	-0.22328	2.2288e+05	6.2373e+08	1.2252	0.11024	0.88976	0.22049	0.38379	False
CCR5_g7	CCR5	2430.3	1874.5	2430.3	1874.5	-0.37444	1.5445e+05	1.3126e+08	1.2228	0.1107	0.8893	0.22141	0.38379	False
AAVS1_g1	AAVS1	2000.6	1535.1	2000.6	1535.1	-0.38186	1.0833e+05	8.2316e+07	1.2068	0.11375	0.88625	0.2275	0.38379	False
ROSA26_g6	ROSA26	2531.5	2027.8	2531.5	2027.8	-0.31994	1.2686e+05	1.4475e+08	1.2044	0.11422	0.88578	0.22845	0.38379	False
EGFP_g2	EGFP	2142.3	1677.4	2142.3	1677.4	-0.3527	1.0804e+05	9.6996e+07	1.2015	0.11479	0.88521	0.22957	0.38379	False
ROSA26_g10	ROSA26	1838.6	1409.2	1838.6	1409.2	-0.38352	92202	6.7232e+07	1.1993	0.11521	0.88479	0.23043	0.38379	False
ROSA26_g2	ROSA26	2004.2	1571.2	2004.2	1571.2	-0.35097	93750	8.268e+07	1.1942	0.1162	0.8838	0.2324	0.38379	False
LRIG1_g4	LRIG1	2194.7	1768.3	2194.7	1768.3	-0.31151	90913	1.0279e+08	1.1867	0.11767	0.88233	0.23534	0.38379	False
EGFP_g5	EGFP	1978.5	1573.4	1978.5	1573.4	-0.3303	82036	8.0154e+07	1.1843	0.11815	0.88185	0.23629	0.38379	False
LRIG1_g5	LRIG1	2876.6	2465.8	2876.6	2465.8	-0.22224	84388	1.9664e+08	1.1765	0.11971	0.88029	0.23941	0.38379	False
AAVS1_g2	AAVS1	1619.6	1265.7	1619.6	1265.7	-0.3554	62604	4.9602e+07	1.1751	0.11999	0.88001	0.23997	0.38379	False
CTRL0003_g3	CTRL	3864	3504.9	3864	3504.9	-0.1407	64487	3.99e+08	1.1722	0.12055	0.87945	0.2411	0.38379	False
CTRL0006_g6	CTRL	2681.5	2310.3	2681.5	2310.3	-0.21488	68901	1.6617e+08	1.1663	0.12175	0.87825	0.2435	0.38379	False
AAVS1_g3	AAVS1	1500.9	1177	1500.9	1177	-0.35037	52432	4.1327e+07	1.1654	0.12192	0.87808	0.24384	0.38379	False
EGFP_g1	EGFP	1752.1	1414.6	1752.1	1414.6	-0.30844	56936	5.9895e+07	1.1631	0.1224	0.8776	0.2448	0.38379	False
PROM1_g2	PROM1	2178.2	1828.5	2178.2	1828.5	-0.2523	61119	1.0094e+08	1.1611	0.1228	0.8772	0.2456	0.38379	False
EGFP_g4	EGFP	1149.4	874.85	1149.4	874.85	-0.39332	37676	2.1795e+07	1.1574	0.12355	0.87645	0.2471	0.38379	False
CCR5_g9	CCR5	970.83	720.46	970.83	720.46	-0.42978	31342	1.454e+07	1.1565	0.12375	0.87625	0.24749	0.38379	False
CCR5_g8	CCR5	1482.5	1178.1	1482.5	1178.1	-0.33124	46308	4.0122e+07	1.1561	0.12382	0.87618	0.24763	0.38379	False
CCR5_g1	CCR5	1133.7	863.9	1133.7	863.9	-0.39172	36399	2.109e+07	1.1554	0.12397	0.87603	0.24793	0.38379	False
ROSA26_g3	ROSA26	2279.4	1954.4	2279.4	1954.4	-0.22178	52791	1.1255e+08	1.1528	0.1245	0.8755	0.24901	0.38379	False
PROM1_g6	PROM1	3322	3039.5	3322	3039.5	-0.12816	39894	2.7771e+08	1.1515	0.12477	0.87523	0.24954	0.38379	False
CCR5_g6	CCR5	1522	1237.3	1522	1237.3	-0.29863	40548	4.2738e+07	1.1449	0.12613	0.87387	0.25227	0.38379	False
CCR5_g4	CCR5	888.01	664.62	888.01	664.62	-0.4175	24951	1.1742e+07	1.1426	0.12661	0.87339	0.25323	0.38379	False
AAVS1_g7	AAVS1	1163.2	910.98	1163.2	910.98	-0.35221	31796	2.2428e+07	1.1411	0.12692	0.87308	0.25385	0.38379	False
CCR5_g2	CCR5	1901.2	1616.1	1901.2	1616.1	-0.23423	40629	7.2849e+07	1.1397	0.1272	0.8728	0.2544	0.38379	False
PROM1_g4	PROM1	2398.1	2153.7	2398.1	2153.7	-0.15498	29857	1.2712e+08	1.1294	0.12935	0.87065	0.25871	0.38379	False
