id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.4057	0.03883	0.038527	0.385273	1	1	1.4057
SOX9	6	0.99995	1.0	0.999995	9	0	0.81035	0.18183	0.18276	0.913792	2	0	0.81035
mKate2	6	0.99961	0.99965	0.999995	8	0	0.14904	0.62634	0.62596	0.997555	3	0	0.14904
KRT20	6	0.26183	0.51648	0.957683	6	4	-0.3868	0.81245	0.8112	0.997555	4	0	-0.3868
CTRL	10	0.25881	0.57461	0.957683	5	5	-0.20101	0.92698	0.92732	0.997555	5	0	-0.20101
ROSA26	10	0.012671	0.067791	0.338957	2	8	-0.49031	0.94844	0.94928	0.997555	6	0	-0.49031
AAVS1	10	0.18323	0.47724	0.957683	4	6	-0.5826	0.96404	0.96469	0.997555	7	0	-0.5826
LRIG1	6	0.04157	0.14039	0.467956	3	5	-0.50812	0.96484	0.9649	0.997555	8	0	-0.50812
CCR5	10	0.59574	0.85737	0.999995	7	4	-0.40398	0.97012	0.97117	0.997555	9	0	-0.40398
PROM1	6	0.0022445	0.011113	0.111128	1	6	-0.76036	0.99776	0.99756	0.997555	10	0	-0.76036
