sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g2	EGFP	799.18	2874.6	799.18	2874.6	1.8455	2.1536e+06	16780	16.021	1	4.5376e-58	9.0752e-58	6.8972e-56	True
EGFP_g1	EGFP	733.77	2400.1	733.77	2400.1	1.7083	1.3883e+06	14864	13.667	1	7.9605e-43	1.5921e-42	6.05e-41	True
EGFP_g5	EGFP	841.99	2492.4	841.99	2492.4	1.5645	1.3619e+06	18072	12.277	1	6.0311e-35	1.2062e-34	3.0557e-33	True
EGFP_g3	EGFP	481.65	1565	481.65	1565	1.698	5.8678e+05	8183.9	11.975	1	2.4029e-33	4.8058e-33	9.1311e-32	True
KRT20_g5	KRT20	1257	3137.7	1257	3137.7	1.319	1.7684e+06	31958	10.52	1	3.49e-26	6.98e-26	1.061e-24	True
EGFP_g4	EGFP	541.11	1531.3	541.11	1531.3	1.4991	4.9025e+05	9650.5	10.08	1	3.3948e-24	6.7897e-24	8.6002e-23	True
mKate2_g6	mKate2	5428.9	1150.9	5428.9	1150.9	-2.237	9.151e+06	2.5835e+05	8.4167	1.9355e-17	1	3.871e-17	4.2028e-16	False
mKate2_g2	mKate2	4061.3	749.7	4061.3	749.7	-2.436	5.4833e+06	1.7051e+05	8.0197	5.3013e-16	1	1.0603e-15	1.0073e-14	False
mKate2_g3	mKate2	3722.4	672.05	3722.4	672.05	-2.4678	4.6522e+06	1.5053e+05	7.8621	1.8894e-15	1	3.7788e-15	3.191e-14	False
KRT20_g1	KRT20	811.07	1823.8	811.07	1823.8	1.168	5.1279e+05	17136	7.7362	1	5.1227e-15	1.0245e-14	7.7865e-14	True
KRT20_g3	KRT20	916.91	1974.7	916.91	1974.7	1.106	5.5951e+05	20399	7.4065	1	6.4851e-14	1.297e-13	8.9612e-13	True
mKate2_g1	mKate2	3316.8	703.11	3316.8	703.11	-2.2364	3.4157e+06	1.2763e+05	7.316	1.2771e-13	1	2.5542e-13	1.6177e-12	False
KRT20_g2	KRT20	1171.4	2350.9	1171.4	2350.9	1.0043	6.9559e+05	28904	6.9377	1	1.9929e-12	3.9857e-12	2.3301e-11	True
mKate2_g5	mKate2	2713.9	641	2713.9	641	-2.0802	2.1484e+06	95810	6.6968	1.0652e-11	1	2.1303e-11	1.1565e-10	False
KRT20_g4	KRT20	420.99	966.24	420.99	966.24	1.1966	1.4864e+05	6765	6.6291	1	1.6883e-11	3.3766e-11	1.7108e-10	True
SOX9_g5	SOX9	3432.2	1395	3432.2	1395	-1.2982	2.075e+06	1.3403e+05	5.5645	1.3142e-08	1	2.6285e-08	1.2485e-07	False
KRT20_g6	KRT20	751.61	1431.2	751.61	1431.2	0.92831	2.3095e+05	15380	5.4802	1	2.1238e-08	4.2477e-08	1.899e-07	True
SOX9_g2	SOX9	2853	1270.8	2853	1270.8	-1.1661	1.2517e+06	1.0291e+05	4.9323	4.0632e-07	1	8.1264e-07	3.4312e-06	False
mKate2_g4	mKate2	2508.1	1075.8	2508.1	1075.8	-1.2204	1.0258e+06	85604	4.8955	4.9032e-07	1	9.8065e-07	3.9226e-06	False
SOX9_g4	SOX9	1808.9	742.8	1808.9	742.8	-1.2829	5.6824e+05	53685	4.601	2.1024e-06	1	4.2048e-06	1.5978e-05	False
EGFP_g6	EGFP	2024.1	3086.8	2024.1	3086.8	0.60858	5.6464e+05	63028	4.2329	0.99999	1.1536e-05	2.3072e-05	8.3499e-05	True
SOX9_g3	SOX9	2157.3	1057.7	2157.3	1057.7	-1.0276	6.0458e+05	69031	4.1852	1.4243e-05	0.99999	2.8487e-05	9.8409e-05	False
SOX9_g6	SOX9	4257.5	2639	4257.5	2639	-0.68979	1.3097e+06	1.8243e+05	3.7893	7.5521e-05	0.99992	0.00015104	0.0004991	False
SOX9_g1	SOX9	3244.3	1958.4	3244.3	1958.4	-0.72796	8.2679e+05	1.2366e+05	3.6568	0.0001277	0.99987	0.00025541	0.00080879	False
ROSA26_g1	ROSA26	5261.2	6440.1	5261.2	6440.1	0.29164	6.949e+05	2.47e+05	2.3721	0.99116	0.0088441	0.017688	0.053772	True
ROSA26_g10	ROSA26	2008.6	2594.2	2008.6	2594.2	0.36889	1.7142e+05	62342	2.3451	0.99049	0.0095112	0.019022	0.055604	True
CTRL0003_g3	CTRL	4692.8	5511	4692.8	5511	0.23183	3.3474e+05	2.097e+05	1.7868	0.96301	0.036986	0.073971	0.20822	True
ROSA26_g6	ROSA26	2669.9	3191.2	2669.9	3191.2	0.25723	1.3588e+05	93598	1.704	0.95581	0.044195	0.08839	0.23992	True
CCR5_g8	CCR5	1628.1	1978.2	1628.1	1978.2	0.28086	61290	46200	1.6289	0.94833	0.051669	0.10334	0.27082	True
ROSA26_g2	ROSA26	2219.1	2595.9	2219.1	2595.9	0.22614	70974	71873	1.4053	0.92004	0.07996	0.15992	0.40513	True
ROSA26_g8	ROSA26	1480.6	1742.7	1480.6	1742.7	0.23496	34338	40352	1.3046	0.90398	0.096017	0.19203	0.46521	True
AAVS1_g2	AAVS1	1730.4	2018.7	1730.4	2018.7	0.22227	41583	50394	1.2847	0.90054	0.099456	0.19891	0.46521	True
CCR5_g7	CCR5	2797.1	3200.7	2797.1	3200.7	0.19436	81424	1.0004e+05	1.2759	0.899	0.101	0.202	0.46521	True
ROSA26_g4	ROSA26	2062.2	2381.1	2062.2	2381.1	0.20737	50857	64726	1.2536	0.895	0.105	0.21	0.46825	True
PROM1_g6	PROM1	4209.9	4734.6	4209.9	4734.6	0.16939	1.3761e+05	1.7952e+05	1.2382	0.89218	0.10782	0.21564	0.46825	True
LRIG1_g6	LRIG1	1224.9	1438.1	1224.9	1438.1	0.23133	22730	30802	1.2149	0.88779	0.11221	0.22442	0.46967	True
ROSA26_g9	ROSA26	639.82	772.99	639.82	772.99	0.2724	8867.6	12238	1.2038	0.88567	0.11433	0.22866	0.46967	True
AAVS1_g1	AAVS1	2244.1	2528.6	2244.1	2528.6	0.17212	40468	73031	1.0527	0.85377	0.14623	0.29246	0.56216	True
AAVS1_g10	AAVS1	949.02	1101.7	949.02	1101.7	0.21499	11653	21422	1.043	0.85153	0.14847	0.29694	0.56216	True
PROM1_g4	PROM1	2949.3	3291.2	2949.3	3291.2	0.15819	58450	1.0791e+05	1.0408	0.85102	0.14898	0.29796	0.56216	True
ROSA26_g5	ROSA26	1732.7	1960.9	1732.7	1960.9	0.1784	26039	50492	1.0156	0.84509	0.15491	0.30983	0.56216	True
AAVS1_g5	AAVS1	1598.4	1813.4	1598.4	1813.4	0.18202	23127	45002	1.0138	0.84467	0.15533	0.31067	0.56216	True
CTRL0009_g9	CTRL	1684	1902.3	1684	1902.3	0.17576	23828	48478	0.99148	0.83927	0.16073	0.32145	0.56815	True
PROM1_g5	PROM1	1698.3	1910	1698.3	1910	0.16946	22429	49065	0.95616	0.8305	0.1695	0.33899	0.58236	True
CTRL0005_g5	CTRL	1598.4	1798.8	1598.4	1798.8	0.17031	20080	45002	0.94469	0.82759	0.17241	0.34482	0.58236	True
ROSA26_g3	ROSA26	2878	3136.8	2878	3136.8	0.1242	33498	1.042e+05	0.80186	0.78868	0.21132	0.42264	0.69827	True
PROM1_g3	PROM1	1895.7	2080	1895.7	2080	0.13381	16989	57399	0.7694	0.77917	0.22083	0.44166	0.70019	True
PROM1_g1	PROM1	1906.4	2091.2	1906.4	2091.2	0.13345	17084	57862	0.76844	0.77889	0.22111	0.44222	0.70019	True
CTRL0008_g8	CTRL	1849.3	1995.5	1849.3	1995.5	0.10969	10683	55406	0.62098	0.73269	0.26731	0.53461	0.81224	True
CTRL0002_g2	CTRL	1522.2	1648.6	1522.2	1648.6	0.11501	7988.7	41978	0.61694	0.73136	0.26864	0.53727	0.81224	True
PROM1_g2	PROM1	2722.2	2909.9	2722.2	2909.9	0.096179	17622	96230	0.60518	0.72747	0.27253	0.54506	0.81224	True
LRIG1_g4	LRIG1	2692.5	2866.8	2692.5	2866.8	0.090478	15195	94732	0.5664	0.71444	0.28556	0.57112	0.83472	True
CCR5_g9	CCR5	1119.1	1202.6	1119.1	1202.6	0.10377	3489.1	27083	0.5076	0.69413	0.30587	0.61173	0.83922	True
LRIG1_g2	LRIG1	1222.6	1311.3	1222.6	1311.3	0.10105	3940.3	30716	0.50652	0.69375	0.30625	0.61249	0.83922	True
CCR5_g1	CCR5	1332	1421.8	1332	1421.8	0.094047	4031	34704	0.48198	0.68509	0.31491	0.62982	0.83922	True
AAVS1_g7	AAVS1	1298.7	1386.4	1298.7	1386.4	0.094225	3847.1	33475	0.47942	0.68418	0.31582	0.63164	0.83922	True
CTRL0004_g4	CTRL	844.37	908.44	844.37	908.44	0.10539	2052.3	18144	0.47563	0.68283	0.31717	0.63434	0.83922	True
LRIG1_g3	LRIG1	1406.9	1495.1	1406.9	1495.1	0.087659	3889.3	37519	0.45533	0.67557	0.32443	0.64887	0.83922	True
LRIG1_g5	LRIG1	3806.8	3984.9	3806.8	3984.9	0.065939	15856	1.5544e+05	0.45168	0.67425	0.32575	0.6515	0.83922	True
CCR5_g5	CCR5	1437.8	1522.7	1437.8	1522.7	0.082696	3602.5	38699	0.43149	0.66694	0.33306	0.66611	0.84374	True
CCR5_g4	CCR5	1046.5	1107.7	1046.5	1107.7	0.081892	1871.6	24620	0.38992	0.6517	0.3483	0.69659	0.86789	True
CCR5_g10	CCR5	1710.1	1792.7	1710.1	1792.7	0.067991	3409.2	49556	0.37093	0.64466	0.35534	0.71069	0.87095	True
CCR5_g2	CCR5	2214.4	2303.4	2214.4	2303.4	0.05686	3965.5	71653	0.3327	0.63032	0.36968	0.73936	0.87095	True
