id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99999	1.0	0.999995	10	0	0.80851	0.03883	0.038527	0.385273	1	1	0.80851
KRT20	6	0.99949	0.99953	0.999995	9	0	0.43722	0.36283	0.36269	0.999995	2	0	0.43722
SOX9	6	0.28427	0.54546	0.999995	4	4	-0.05374	0.5512	0.55044	0.999995	3	0	-0.05374
AAVS1	10	0.83482	0.95723	0.999995	8	3	0.14084	0.64619	0.64662	0.999995	4	0	0.14084
ROSA26	10	0.70597	0.90615	0.999995	7	3	0.087524	0.83419	0.83493	0.999995	5	0	0.087524
PROM1	6	0.46388	0.70405	0.999995	6	2	0.10378	0.87831	0.8776	0.999995	6	0	0.10378
LRIG1	6	0.28982	0.55197	0.999995	5	4	-0.0043958	0.91393	0.91393	0.999995	7	0	-0.0043958
CCR5	10	0.091691	0.30167	0.999995	3	7	-0.064172	0.93855	0.93887	0.999995	8	0	-0.064172
CTRL	10	0.0026769	0.017452	0.087258	2	9	-0.19153	0.99408	0.99428	0.999995	9	0	-0.19153
EGFP	6	3.9138e-07	4.999e-06	5e-05	1	6	-0.61892	1.0	1.0	0.999995	10	0	-0.61892
