id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99999	1.0	0.999995	9	0	1.7746	4.1512e-06	1.4997e-05	0.000125	1	5	1.7746
KRT20	6	0.99999	1.0	0.999995	10	0	1.5262	6.9543e-06	2.4995e-05	0.000125	2	6	1.5262
EGFP	6	0.59021	0.79607	0.999995	5	2	-0.20153	0.69069	0.68962	0.999995	3	0	-0.20153
PROM1	6	0.74785	0.87765	0.999995	7	2	-0.21082	0.76974	0.76702	0.999995	4	0	-0.21082
AAVS1	10	0.0074523	0.043216	0.18088	2	8	-0.44265	0.83419	0.83493	0.999995	5	0	-0.44265
CTRL	10	0.84445	0.95957	0.999995	8	2	-0.15844	0.8796	0.88022	0.999995	6	0	-0.15844
LRIG1	6	0.61855	0.81621	0.999995	6	3	-0.25633	0.91393	0.91393	0.999995	7	0	-0.25633
ROSA26	10	0.24232	0.55474	0.999995	4	6	-0.24857	0.93855	0.93887	0.999995	8	0	-0.24857
CCR5	10	0.0096377	0.054264	0.18088	3	9	-0.37677	0.99526	0.99538	0.999995	9	0	-0.37677
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-1.7333	1.0	1.0	0.999995	10	0	-1.7333
