id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	3.249	4.1512e-06	1.4997e-05	0.000125	1	6	3.249
KRT20	6	0.99999	1.0	0.999995	10	0	2.3469	6.9543e-06	2.4995e-05	0.000125	2	6	2.3469
mKate2	6	0.99776	0.99756	0.999995	8	0	-0.19918	0.65978	0.65838	0.980179	3	0	-0.19918
SOX9	6	0.98029	0.98095	0.999995	7	1	-0.37665	0.69069	0.68962	0.980179	4	0	-0.37665
AAVS1	10	0.43747	0.75138	0.999995	6	5	-0.46676	0.89781	0.8985	0.980179	5	0	-0.46676
PROM1	6	0.067381	0.20439	0.408788	5	4	-0.42511	0.9404	0.94007	0.980179	6	0	-0.42511
LRIG1	6	0.029137	0.10567	0.352246	3	4	-0.46795	0.96484	0.9649	0.980179	7	0	-0.46795
ROSA26	10	0.0029728	0.019011	0.190112	1	8	-0.48492	0.97012	0.97117	0.980179	8	0	-0.48492
CTRL	10	0.050212	0.19879	0.408788	4	8	-0.42389	0.97526	0.97604	0.980179	9	0	-0.42389
CCR5	10	0.0157	0.080219	0.352246	2	8	-0.51489	0.97959	0.98018	0.980179	10	0	-0.51489
